company_id,company_name,year,region,okved_section,h1_flag,h2_flag,h3_flag,h4_flag,h5_flag,h6_flag,h1_criticality,h2_criticality,h3_criticality,h4_criticality,h5_criticality,h6_criticality,h1_reason,h2_reason,h3_reason,h4_reason,h5_reason,h6_reason,anomaly_count,max_criticality_score
C0035,АО «Монолит-Холдинг-035»,2023,Республика Хакасия,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0424,ООО «Атлас-Трейд-424»,2023,Пензенская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0037,ООО «Инвест-Групп-037»,2024,Республика Ингушетия,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0392,АО «Инвест-Торг-392»,2023,Владимирская обл.,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0280,ПАО «Техно-Корп-280»,2025,Курская обл.,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0370,ПАО «Кристалл-Плюс-370»,2024,Тульская обл.,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0032,АО «Инвест-Логистик-032»,2024,Курганская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0146,ООО «Альфа-Корп-146»,2025,Воронежская обл.,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0003,ПАО «Трейд-Корп-003»,2024,Ивановская обл.,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0152,ПАО «Промт-Плюс-152»,2024,Липецкая обл.,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0237,ООО «Союз-Корп-237»,2025,Ненецкий АО,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0018,ПАО «Строй-Инжиниринг-018»,2024,Республика Дагестан,Оптовая торговля,0,0,0,1,0,0,,,,critical,,,,,,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,,,1,4
C0272,ПАО «Южный-Инвест-272»,2023,Москва,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0371,АО «Промт-Торг-371»,2023,Амурская обл.,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0354,ООО «Атлас-Корп-354»,2025,Ивановская обл.,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0111,АО «Прогресс-Ко-111»,2024,Томская обл.,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0483,АО «Южный-Корп-483»,2023,Республика Саха (Якутия),Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0383,ПАО «Инвест-Торг-383»,2023,Томская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0242,АО «Капитал-Групп-242»,2024,Республика Крым,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0112,ООО «Ресурс-Корп-112»,2025,Хабаровский край,Производство хлебобулочных изделий,0,0,0,0,1,0,,,,,medium,,,,,,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",,1,2
C0224,ПАО «Инвест-Ко-224»,2025,Ленинградская обл.,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0399,ПАО «Трейд-Групп-399»,2024,Республика Бурятия,Розничная торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0440,ПАО «Вектор-Пром-440»,2023,Тамбовская обл.,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0187,ООО «Северный-Инвест-187»,2025,Алтайский край,Аудит и бухгалтерия,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0199,АО «Восточный-Плюс-199»,2025,Москва,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0057,ООО «Ресурс-Холдинг-057»,2025,Смоленская обл.,Розничная торговля,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
C0015,ПАО «Логист-Плюс-015»,2025,Республика Крым,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0017,ПАО «Логист-Плюс-017»,2025,Тюменская обл.,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0190,ООО «Сигма-Ко-190»,2025,Республика Коми,Лесозаготовка,0,0,0,0,1,0,,,,,medium,,,,,,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",,1,2
C0359,ООО «Сигма-Логистик-359»,2025,Кабардино-Балкарская Республика,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0455,ПАО «Бизнес-Инвест-455»,2023,Вологодская обл.,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0497,ООО «Мастер-Торг-497»,2025,Ивановская обл.,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0373,ООО «Промт-Маркет-373»,2024,Ямало-Ненецкий АО,Строительство зданий,1,0,1,0,0,1,critical,,critical,,,critical,payout_ratio >= 1.5. Агрессивная дивидендная политика.,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",,,"Сработало 2 флагов (рисковых: 2): H1(payout=110.6), H3(-4.2). Многомерная аномалия.",3,4
C0075,АО «Металл-Пром-075»,2025,Новгородская обл.,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0159,ООО «Металл-Логистик-159»,2025,Тюменская обл.,Производство хлебобулочных изделий,0,0,1,0,0,0,,,high,,,,,,Маржа ниже отрасли. Возможны операционные проблемы.,,,,1,3
C0008,ООО «Омега-Маркет-008»,2023,Тульская обл.,Аудит и бухгалтерия,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,,1,4
C0318,ООО «Трейд-Пром-318»,2025,Тюменская обл.,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0056,ООО «Мастер-Маркет-056»,2023,Белгородская обл.,Грузоперевозки автомобильным транспортом,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0269,ООО «Промт-Инвест-269»,2025,Краснодарский край,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0058,ПАО «Промт-Логистик-058»,2025,Забайкальский край,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0366,ООО «Трейд-Логистик-366»,2024,Ставропольский край,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0076,ООО «Инвест-Инвест-076»,2025,Ульяновская обл.,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0388,ООО «Капитал-Пром-388»,2023,Калининградская обл.,Розничная торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0418,АО «Альфа-Групп-418»,2025,Псковская обл.,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0309,АО «Трейд-Торг-309»,2023,Карачаево-Черкесская Республика,Транспортная логистика,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0167,ПАО «Южный-Ко-167»,2025,Самарская обл.,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0188,ПАО «Северный-Ко-188»,2023,Тульская обл.,Производство пластмасс,0,0,1,0,0,0,,,high,,,,,,Маржа ниже отрасли. Возможны операционные проблемы.,,,,1,3
C0273,ООО «Трейд-Сервис-273»,2024,Псковская обл.,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0453,АО «Финанс-Инвест-453»,2025,Калужская обл.,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0147,АО «Восточный-Пром-147»,2023,Свердловская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0028,ООО «Северный-Сервис-028»,2023,Самарская обл.,Транспортная логистика,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0408,ООО «Премиум-Трейд-408»,2024,Чукотский АО,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0051,ПАО «Финанс-Сервис-051»,2025,Республика Бурятия,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0441,АО «Сигма-Групп-441»,2023,Республика Татарстан,Транспортная логистика,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0328,ООО «Союз-Холдинг-328»,2024,Пермский край,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0215,ООО «Прогресс-Холдинг-215»,2023,Республика Ингушетия,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0024,АО «Южный-Инжиниринг-024»,2024,Ульяновская обл.,Транспортная логистика,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0490,АО «Кристалл-Холдинг-490»,2025,Волгоградская обл.,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0180,АО «Техно-Трейд-180»,2023,Республика Крым,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0495,ПАО «Финанс-Плюс-495»,2024,Тюменская обл.,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0277,АО «Восточный-Трейд-277»,2023,Республика Бурятия,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0222,ПАО «Металл-Пром-222»,2024,Забайкальский край,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0004,ПАО «Партнёр-Маркет-004»,2025,Архангельская обл.,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0200,ПАО «Омега-Ко-200»,2025,Нижегородская обл.,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0203,ООО «Мастер-Инжиниринг-203»,2023,Иркутская обл.,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0048,АО «Промт-Ко-048»,2025,Республика Хакасия,IT-консалтинг,0,0,1,1,0,1,,,critical,high,,critical,,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",Повышенное финансовое давление по прокси-индикатору.,,"Сработало 2 флагов (рисковых: 2): H3(-4.7), H4(fpr=1.22). Многомерная аномалия.",3,4
C0293,АО «Мастер-Сервис-293»,2025,Калужская обл.,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0018,ПАО «Строй-Инжиниринг-018»,2023,Республика Дагестан,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0215,ООО «Прогресс-Холдинг-215»,2025,Республика Ингушетия,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0248,ООО «Ресурс-Инвест-248»,2024,Еврейская АО,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0029,АО «Трейд-Логистик-029»,2024,Удмуртская Республика,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0249,ПАО «Логист-Сервис-249»,2023,Ульяновская обл.,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0012,ООО «Южный-Логистик-012»,2024,Севастополь,Розничная торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0119,ООО «Мастер-Холдинг-119»,2024,Ростовская обл.,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0451,ПАО «Ресурс-Пром-451»,2023,Ивановская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0118,АО «Ресурс-Логистик-118»,2024,Иркутская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0369,ПАО «Строй-Торг-369»,2025,Ненецкий АО,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0413,ПАО «Восточный-Инжиниринг-413»,2024,Республика Крым,Грузоперевозки автомобильным транспортом,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,,1,4
C0031,АО «Союз-Маркет-031»,2023,Удмуртская Республика,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0044,АО «Промт-Инжиниринг-044»,2024,Чеченская Республика,Транспортная логистика,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0003,ПАО «Трейд-Корп-003»,2023,Ивановская обл.,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0153,АО «Северный-Пром-153»,2023,Саратовская обл.,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0045,АО «Инвест-Трейд-045»,2024,Орловская обл.,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0129,ООО «Восточный-Корп-129»,2024,Калининградская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0392,АО «Инвест-Торг-392»,2024,Владимирская обл.,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0407,ПАО «Финанс-Торг-407»,2025,Республика Крым,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0089,ООО «Мастер-Торг-089»,2025,Республика Крым,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0311,ООО «Союз-Логистик-311»,2025,Еврейская АО,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0063,ООО «Прогресс-Плюс-063»,2025,Курская обл.,IT-консалтинг,0,0,1,1,0,1,,,critical,high,,critical,,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",Повышенное финансовое давление по прокси-индикатору.,,"Сработало 2 флагов (рисковых: 2): H3(-5.5), H4(fpr=1.49). Многомерная аномалия.",3,4
C0030,ООО «Инвест-Трейд-030»,2024,Пермский край,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0164,ПАО «Сигма-Сервис-164»,2025,Приморский край,Рестораны и кафе,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,,1,4
C0408,ООО «Премиум-Трейд-408»,2023,Чукотский АО,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0165,ООО «Промт-Трейд-165»,2023,Хабаровский край,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0039,АО «Союз-Холдинг-039»,2023,Чукотский АО,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0020,АО «Техно-Пром-020»,2023,Мурманская обл.,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0178,АО «Вектор-Корп-178»,2024,Брянская обл.,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0110,ООО «Монолит-Плюс-110»,2025,Новосибирская обл.,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0282,ООО «Атлас-Маркет-282»,2024,Карачаево-Черкесская Республика,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0177,АО «Северный-Инвест-177»,2025,Ивановская обл.,Выращивание зерновых,0,1,0,0,0,0,,high,,,,,,Рост выручки при сокращении штата без роста производительности.,,,,,1,3
C0103,ООО «Вектор-Логистик-103»,2025,Ярославская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0182,АО «Южный-Инжиниринг-182»,2024,Волгоградская обл.,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0347,АО «Кристалл-Корп-347»,2024,Тверская обл.,Транспортная логистика,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0413,ПАО «Восточный-Инжиниринг-413»,2025,Республика Крым,Грузоперевозки автомобильным транспортом,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,,1,4
C0409,АО «Строй-Групп-409»,2023,Республика Ингушетия,Лесозаготовка,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,,1,4
C0205,АО «Финанс-Инжиниринг-205»,2023,Республика Марий Эл,Аудит и бухгалтерия,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0061,ПАО «Атлас-Инжиниринг-061»,2025,Белгородская обл.,Оптовая торговля,0,0,1,1,0,1,,,high,high,,critical,,,Маржа ниже отрасли. Возможны операционные проблемы.,Повышенное финансовое давление по прокси-индикатору.,,"Сработало 2 флагов (рисковых: 2): H3(-2.3), H4(fpr=1.73). Многомерная аномалия.",3,4
C0190,ООО «Сигма-Ко-190»,2023,Республика Коми,Лесозаготовка,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
C0274,ПАО «Ресурс-Трейд-274»,2025,Ставропольский край,Производство пластмасс,0,0,1,1,0,1,,,high,high,,critical,,,Маржа ниже отрасли. Возможны операционные проблемы.,Повышенное финансовое давление по прокси-индикатору.,,"Сработало 2 флагов (рисковых: 2): H3(-2.2), H4(fpr=1.25). Многомерная аномалия.",3,4
C0231,АО «Альфа-Инвест-231»,2023,Сахалинская обл.,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0336,АО «Промт-Инвест-336»,2024,Пензенская обл.,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0352,ООО «Северный-Торг-352»,2023,Республика Крым,Грузоперевозки автомобильным транспортом,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
C0442,ПАО «Финанс-Плюс-442»,2024,Орловская обл.,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0250,ПАО «Премиум-Торг-250»,2024,Белгородская обл.,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0290,ПАО «Монолит-Ко-290»,2025,Пермский край,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0219,ООО «Южный-Инжиниринг-219»,2024,Кемеровская обл.,Управленческий консалтинг,0,0,1,0,0,0,,,critical,,,,,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",,,,1,4
C0114,АО «Южный-Трейд-114»,2023,Калининградская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0481,ООО «Промт-Трейд-481»,2024,Хабаровский край,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0444,ПАО «Прогресс-Трейд-444»,2024,Иркутская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0165,ООО «Промт-Трейд-165»,2024,Хабаровский край,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0293,АО «Мастер-Сервис-293»,2023,Калужская обл.,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0216,ПАО «Мастер-Пром-216»,2024,Республика Крым,Частная медицина,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,,1,4
C0159,ООО «Металл-Логистик-159»,2024,Тюменская обл.,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0449,ПАО «Инвест-Ко-449»,2025,Свердловская обл.,Выращивание зерновых,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,,1,4
C0039,АО «Союз-Холдинг-039»,2024,Чукотский АО,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0236,ООО «Металл-Ко-236»,2024,Омская обл.,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0190,ООО «Сигма-Ко-190»,2024,Республика Коми,Лесозаготовка,0,0,0,0,1,0,,,,,medium,,,,,,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",,1,2
C0457,ООО «Партнёр-Холдинг-457»,2025,Курганская обл.,Производство хлебобулочных изделий,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
