company_id,company_name,inn,ogrn_year,region,okved_code,okved_section,founder_id,address_hash,year,revenue,cost_of_goods,gross_profit,opex,operating_profit,net_profit,taxes_paid,headcount,payroll_fund,dividends_paid,net_margin,gross_margin,operating_margin,rev_per_emp,profit_per_emp,payroll_per_emp,tax_to_profit,payout_ratio,financial_pressure_ratio,company_age,rev_growth,profit_growth,emp_growth,payroll_growth,net_margin_zscore,rev_per_emp_zscore,financial_pressure_zscore,rev_growth_zscore,emp_growth_zscore,hypothesis_code,metric,value,anomaly_zscore,interpretation,interpretation_reason,criticality,criticality_score
C0004,ПАО «Партнёр-Маркет-004»,1396568720,2015,Архангельская обл.,10.71,Производство хлебобулочных изделий,FND-62581,6b4e2b937613,2024,138151594,83969655,54181939,19779909,34402030,25134275,23282385,141,87124956,8219701,0.18193257328612508,0.3921919207099413,0.24901652600548352,979798.5390070922,178257.2695035461,617907.4893617021,0.9263201345572928,0.32703155352601176,0.9464776629717885,9,0.0051803187193200095,0.21655314101929912,-0.06000000000000005,-0.4824707051689331,0.09058718858387609,-1.0314153610055987,1.1366929519073405,-0.21681933777468593,-0.6744907594765952,,,,,,,,
C0004,ПАО «Партнёр-Маркет-004»,1396568720,2015,Архангельская обл.,10.71,Производство хлебобулочных изделий,FND-62581,6b4e2b937613,2025,138224836,89080910,49143926,18005628,31138298,27076171,13032988,146,148410293,5447352,0.19588499276642296,0.35553614981319276,0.22527281566100033,946745.4520547945,185453.22602739726,1016508.8561643836,0.48134531282137344,0.20118620169742613,0.7424308753842743,10,0.0005301567494038206,0.07726087185725472,0.03546099290780136,0.7034188573937414,-0.011314704549843235,-0.9853710692433163,0.014649598503780446,-0.33159620824652114,0.40079103533887334,,,,,,,,
C0005,ООО «Техно-Логистик-005»,3942252583,2020,Ульяновская обл.,20.16,Производство пластмасс,FND-28131,e85cc63b4f0f,2023,471537718,296529798,175007920,61199329,113808591,90602255,43251210,127,109081912,25825019,0.19214211619016233,0.37114299306169185,0.24135628318920607,3712895.4173228345,713403.5826771654,858912.6929133858,0.47737454216785224,0.2850372653528326,0.744398070670173,3,,,,,0.10016678186364665,-0.03380784520301702,-0.21804928638311125,,,,,,,,,,
C0005,ООО «Техно-Логистик-005»,3942252583,2020,Ульяновская обл.,20.16,Производство пластмасс,FND-28131,e85cc63b4f0f,2024,426887853,278216425,148671428,40262641,108408787,84329664,56721656,124,132534414,0,0.19754524146649824,0.3482681152794479,0.25395144471351355,3442643.9758064514,680077.9354838709,1068825.9193548388,0.6726180718566601,0,0.6523398497255303,4,-0.09468991195313037,-0.06923217308443375,-0.023622047244094446,0.21499900001752814,0.10452806767754681,-0.2199289738336176,-0.8529650032011966,-0.7019831204059223,-0.751561307584822,,,,,,,,
C0005,ООО «Техно-Логистик-005»,3942252583,2020,Ульяновская обл.,20.16,Производство пластмасс,FND-28131,e85cc63b4f0f,2025,421354253,235548230,185806023,70426193,115379830,84419141,50683383,113,136864454,0,0.20035193758920003,0.4409734129347924,0.2738309372185214,3728798.6991150444,747072.0442477876,1211189.8584070797,0.6003778574340148,0,0.651806513290476,5,-0.012962655088712527,0.0010610382605105162,-0.08870967741935487,0.03267106157046884,0.10854352077450782,-0.11132443026026043,-0.5140581975152302,-0.6743693998755728,-2.008599881119975,,,,,,,,
C0006,ПАО «Прогресс-Ко-006»,6535425961,2023,Республика Крым,46.9,Оптовая торговля,FND-44973,6fe6a8a6e6cb,2023,25154802,20595197,4559605,3100745,1458860,1062061,3975370,4,2147123,0,0.04222100416453288,0.18126181235694083,0.05799528853377578,6288700.5,265515.25,536780.75,3.7430712548525933,0,1.551914036413242,0,,,,,-0.8568232569152189,0.44156444171856846,1.2437582354313876,,,H4,financial_pressure_ratio,1.551914036413242,1.2437582354313876,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0006,ПАО «Прогресс-Ко-006»,6535425961,2023,Республика Крым,46.9,Оптовая торговля,FND-44973,6fe6a8a6e6cb,2024,27204939,21853251,5351688,3951789,1399899,1121873,4052406,5,5382348,0,0.04123784287845674,0.19671751515414168,0.051457531296063556,5440987.8,224374.6,1076469.6,3.6121789186476545,0,1.4956393197809739,1,0.08150082040001738,0.05631691588336274,0.25,1.5067720852508217,-0.5835145588165256,0,0.6744907594765952,0.11362802697633152,2.065627950897073,H4,financial_pressure_ratio,1.4956393197809739,0.6744907594765952,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0006,ПАО «Прогресс-Ко-006»,6535425961,2023,Республика Крым,46.9,Оптовая торговля,FND-44973,6fe6a8a6e6cb,2025,24769427,19764620,5004807,2320508,2684299,2003402,3515437,4,3170667,0,0.08088204866426664,0.2020558247068049,0.10837146131801918,6192356.75,500850.5,792666.75,1.7547336979797366,0,1.1660679422802918,2,-0.08952462639228853,0.785765411949481,-0.19999999999999996,-0.41091378706839465,0.40783500302871867,0.07397381474695963,-0.034542561512416615,-1.7788827486201622,-2.697963037906378,,,,,,,,
C0007,ПАО «Капитал-Плюс-007»,5168513199,2019,Москва,43.21,Электромонтажные работы,FND-88504,be3b0b544433,2023,47896775,25513181,22383594,4592985,17790609,13820042,8002630,6,4375297,5700452,0.28853804875171657,0.4673298776378994,0.3714364693656306,7982795.833333333,2303340.3333333335,729216.1666666666,0.5790597452598191,0.4124771834991529,0.8173873686236446,4,,,,,0.2527826996689121,0.9334396610804397,1.3733479175378054,,,,,,,,,,
C0007,ПАО «Капитал-Плюс-007»,5168513199,2019,Москва,43.21,Электромонтажные работы,FND-88504,be3b0b544433,2024,43218291,24527463,18690828,3624067,15066761,11901263,3353605,5,3295489,0,0.2753756042782904,0.43247494446275075,0.3486200090605156,8643658.2,2380252.6,659097.8,0.281785639053603,0,0.37332064689697,5,-0.0976784762648425,-0.1388403161148135,-0.16666666666666663,-0.24679650318595514,0,1.03352801765667,-3.3213042664386028,-1.3711682233915992,-2.1358874050092154,,,,,,,,
C0007,ПАО «Капитал-Плюс-007»,5168513199,2019,Москва,43.21,Электромонтажные работы,FND-88504,be3b0b544433,2025,45267062,25651287,19615775,5100678,14515097,10410280,2802861,5,2813742,1580620,0.22997472201752348,0.4333343966524711,0.32065471799340545,9053412.4,2082056,562748.4,0.2692397322646461,0.15183261161083084,0.48349652256920767,6,0.047405183143405694,-0.12527939261572485,0,-0.14618376817522372,-0.22080287031067133,1.1360752503413267,-0.9105229217171648,0.3446886391815649,0,,,,,,,,
C0008,ООО «Омега-Маркет-008»,8904077145,2019,Тульская обл.,69.2,Аудит и бухгалтерия,FND-79163,84fec9a8e458,2023,1583313017,331021829,1252291188,252984625,999306563,805072246,128347189,1,721204,374289772,0.5084732060912501,0.7909308990415507,0.6311490856643415,1583313017,805072246,721204,0.1594231941762901,0.46491451401990075,0.6033912825073716,4,,,,,0.5302359168991286,396.3918582123596,0.5553439003860742,,,H5,rev_per_emp,1583313017,396.3918582123596,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или транзитные операции.",high,3
C0008,ООО «Омега-Маркет-008»,8904077145,2019,Тульская обл.,69.2,Аудит и бухгалтерия,FND-79163,84fec9a8e458,2024,1876536477,612079113,1264457364,253865818,1010591546,884060815,250886725,1,645472,0,0.47111304567515744,0.6738250918636419,0.5385408481990303,1876536477,884060815,645472,0.28378898910930694,0,0.3991851029308411,5,0.18519614053043565,0.09811364059866001,0,-0.10500773706191313,0.2155037036783695,321.70550768798694,-0.48195505435320396,0.9071913951576069,0,H5,rev_per_emp,1876536477,321.70550768798694,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или транзитные операции.",high,3
C0008,ООО «Омега-Маркет-008»,8904077145,2019,Тульская обл.,69.2,Аудит и бухгалтерия,FND-79163,84fec9a8e458,2025,2475772621,390109569,2085663052,392060216,1693602836,1317767440,278047097,1,1248028,0,0.5322651316289841,0.8424291610259309,0.6840704278068677,2475772621,1317767440,1248028,0.2109986091324278,0,0.32129222040799715,6,0.3193309329952343,0.4905846041824622,0,0.9335122205146003,0.5735419259262102,522.4844494584348,-0.666819154606859,2.417830856559939,0,H5,rev_per_emp,2475772621,522.4844494584348,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или транзитные операции.",high,3
C0009,ПАО «Монолит-Инвест-009»,9645123522,2018,Ростовская обл.,11.01,Производство алкогольных напитков,FND-92719,eeb69a3cb923,2023,258353657,159375831,98977826,35630971,63346855,51259535,38747986,131,170126698,0,0.19840839721498504,0.3831098314973726,0.24519434226549386,1972165.3206106871,391294.1603053435,1298677.0839694657,0.7559176258621932,0,0.7514709102622642,5,,,,,0.11026432831392405,-0.5979058857740671,-0.06153138778835661,,,,,,,,,,
C0009,ПАО «Монолит-Инвест-009»,9645123522,2018,Ростовская обл.,11.01,Производство алкогольных напитков,FND-92719,eeb69a3cb923,2024,240305865,142232247,98073618,23859157,74214461,64073238,24044945,119,63711219,0,0.26663201915608675,0.4081199516291456,0.3088333320537141,2019377.0168067226,538430.5714285715,535388.3949579832,0.37527282451372285,0,0.4884504413816976,6,-0.06985692484314243,0.24997696526119473,-0.09160305343511455,-0.6255072263848911,1.2740166553978278,-0.5940186093651162,-1.3648481863564819,-0.7344214374620425,-0.9231416012765021,,,,,,,,
C0009,ПАО «Монолит-Инвест-009»,9645123522,2018,Ростовская обл.,11.01,Производство алкогольных напитков,FND-92719,eeb69a3cb923,2025,245426760,167848301,77578459,25925139,51653320,36888353,26775499,114,136812312,0,0.15030289688051945,0.31609617060503103,0.2104632762947284,2152866.3157894737,323582.0438596491,1200108,0.7258523848977481,0,0.6793205057089365,7,0.021309904358763676,-0.4242783078950997,-0.04201680672268904,1.1473817978588667,-0.5165372348935794,-0.6123561717115852,-0.6198927719456183,-0.15280658260413743,-0.8328117416045421,,,,,,,,
C0010,ПАО «Строй-Холдинг-010»,6219547810,2012,Мурманская обл.,46.9,Оптовая торговля,FND-56438,f75b757d3459,2023,378100090,294940880,83159210,50521627,32637583,27947835,63458927,150,84635235,0,0.07391649919998697,0.21993967258775315,0.08631995564983864,2520667.2666666666,186318.9,564234.9,2.2706204970796486,0,1.3706305531281502,11,,,,,-0.0792565413330845,-0.6744907594765952,0.7154887060516129,,,H4,financial_pressure_ratio,1.3706305531281502,0.7154887060516129,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0010,ПАО «Строй-Холдинг-010»,6219547810,2012,Мурманская обл.,46.9,Оптовая торговля,FND-56438,f75b757d3459,2024,346105364,260955631,85149733,43989052,41160681,31999340,38433157,136,134203597,0,0.09245548705220298,0.24602257536811825,0.11892529062334903,2544892.382352941,235289.26470588235,986791.1544117647,1.2010609281316427,0,0.9679679089539834,12,-0.08461972595669043,0.14496668525486855,-0.09333333333333338,0.5856705189038585,0.263551668702195,-0.7325012438002045,-0.6342693484993516,-1.13564921705124,-0.7711677683349077,,,,,,,,
C0010,ПАО «Строй-Холдинг-010»,6219547810,2012,Мурманская обл.,46.9,Оптовая торговля,FND-56438,f75b757d3459,2025,363798733,295649447,68149286,64801993,3347293,2502550,27175158,124,142822174,0,0.00687894094452495,0.18732689209228223,0.00920094738207898,2933860.75,20181.854838709678,1151791.7258064516,10.858987033226109,0,1.3496421811374517,13,0.051121337142870704,-0.9217936994950521,-0.08823529411764708,0.06422016393495023,-1.8364912352036078,-0.7479537747791911,0.6744907594765952,-0.5393873565553045,-1.1902778108410497,H4,financial_pressure_ratio,1.3496421811374517,0.6744907594765952,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0011,ООО «Северный-Корп-011»,3821442294,2012,Чувашская Республика,46.9,Оптовая торговля,FND-22833,ce78d1da254c,2023,498592552,419823219,78769333,41565540,37203793,26464208,55658951,97,111341775,7654415,0.053077824556031473,0.15798337276406005,0.07461762685937595,5140129.402061855,272826.88659793814,1147853.3505154639,2.1031784136521297,0.28923650388479416,1.3314687582793165,11,,,,,-0.5904793438752198,0.10136872994605838,0.601369192461254,,,H4,financial_pressure_ratio,1.3314687582793165,0.601369192461254,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0011,ООО «Северный-Корп-011»,3821442294,2012,Чувашская Республика,46.9,Оптовая торговля,FND-22833,ce78d1da254c,2024,432298600,341439026,90859574,73902316,16957258,12568248,65113669,81,94094625,4310809,0.029073071252139145,0.21017781228067822,0.03922579901947404,5337019.75308642,155163.55555555556,1161662.037037037,5.180807141934182,0.3429920383493387,1.5774539510827994,12,-0.13296217870498794,-0.5250850507220923,-0.1649484536082474,-0.15490277571019506,-0.7847023989908215,-0.02629634480121831,0.8774119780599093,-1.499199226146714,-1.3628885449217802,H4,financial_pressure_ratio,1.5774539510827994,0.8774119780599093,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0011,ООО «Северный-Корп-011»,3821442294,2012,Чувашская Республика,46.9,Оптовая торговля,FND-22833,ce78d1da254c,2025,517499803,431356977,86142826,64017312,22125514,17883695,36430513,90,113007417,0,0.03455787788966559,0.16645963051699944,0.04275463270079738,5749997.811111111,198707.72222222222,1255637.9666666666,2.0370797533731144,0,1.166061408294174,13,0.19708877845082085,0.4229266481692595,0.11111111111111116,0.20099758089263875,-0.997059401237729,-0.03760742283819935,-0.03456779824446128,0.7470055575753108,1.4988683543924333,,,,,,,,
C0012,ООО «Южный-Логистик-012»,4891039726,2018,Севастополь,47.11,Розничная торговля,FND-96752,8207f8d79c22,2023,1609435419,1225493202,383942217,157377125,226565092,191443458,257618273,456,407274173,84754665,0.11895069273357405,0.2385570818607665,0.14077302470500683,3529463.638157895,419832.1447368421,893145.1162280702,1.3456624514168565,0.4427138220622822,1.3016283202844556,5,,,,,0.810046778316825,-0.06796281876162047,0.33942692575056627,,,H4,financial_pressure_ratio,1.3016283202844556,0.33942692575056627,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0012,ООО «Южный-Логистик-012»,4891039726,2018,Севастополь,47.11,Розничная торговля,FND-96752,8207f8d79c22,2024,1441074474,1028832465,412242009,248703775,163538234,116430065,232541334,474,384110307,44356826,0.08079392640744257,0.28606572140282044,0.11348354089297401,3040241.506329114,245633.04852320676,810359.2974683545,1.9972619099714495,0.38097398640119284,1.274983925764829,6,-0.10460869880980295,-0.3918305372440567,0.03947368421052633,-0.0568753619444462,0,-0.29038791745909,0.8713217048609458,-0.8111578692628686,-0.1721726412348156,H4,financial_pressure_ratio,1.274983925764829,0.8713217048609458,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0012,ООО «Южный-Логистик-012»,4891039726,2018,Севастополь,47.11,Розничная торговля,FND-96752,8207f8d79c22,2025,2046522983,1585287918,461235065,316459451,144775614,128480362,346725931,467,550199984,20501713,0.06277982855177151,0.225374974447575,0.07074223705407563,4382276.194860814,275118.5481798715,1178158.4239828694,2.698668696154514,0.15957079105988198,1.482296440319428,7,0.4201368631001092,0.1034981557383825,-0.014767932489451518,0.432400989958335,-0.22546730939081033,0.06404836670316925,1.4524664758881236,2.8592100555780084,-0.6744907594765952,H4,financial_pressure_ratio,1.482296440319428,1.4524664758881236,risk,Повышенное финансовое давление по прокси-индикатору.,high,3
C0013,ООО «Партнёр-Сервис-013»,558190156,2023,Республика Крым,49.41,Грузоперевозки автомобильным транспортом,FND-62923,d46e1fcf4c07,2023,60053117,36491705,23561412,9703210,13858202,11786125,8323368,6,7332476,0,0.19626166948170234,0.3923428654003089,0.23076574026956836,10008852.833333334,1964354.1666666667,1222079.3333333333,0.7062005536170709,0,0.7650890362597963,0,,,,,-0.7138083041034589,0.9875018823897765,0.5171528187631401,,,,,,,,,,
C0013,ООО «Партнёр-Сервис-013»,558190156,2023,Республика Крым,49.41,Грузоперевозки автомобильным транспортом,FND-62923,d46e1fcf4c07,2024,71863456,37797983,34065473,6978302,27087171,24163408,8649265,7,8609252,12071606,0.336240550412716,0.47403054203237877,0.3769255266543262,10266208,3451915.4285714286,1229893.142857143,0.3579488870113024,0.49958209537330167,0.8131157609348327,1,0.19666487919353126,1.0501571127066782,0.16666666666666674,0.17412617511465434,1.4001258963079226,0.7899245874736377,0.6848257754549614,0.7016647936671833,1.5155224472190179,,,,,,,,
C0013,ООО «Партнёр-Сервис-013»,558190156,2023,Республика Крым,49.41,Грузоперевозки автомобильным транспортом,FND-62923,d46e1fcf4c07,2025,71105496,42172997,28932499,6334915,22597584,17057876,6557920,8,9524453,0,0.23989532398452013,0.4068953966652592,0.31780361956831016,8888187,2132234.5,1190556.625,0.3844511473761446,0,0.44561774632740847,2,-0.010547224447429837,-0.2940616654736782,0.1428571428571428,0.10630435721941933,0.006410421870330624,0.5469976958407127,-1.5972493940921533,-0.22852685503967643,1.904375044090356,,,,,,,,
C0014,ПАО «Сигма-Инвест-014»,6532632164,2023,Республика Крым,52.29,Транспортная логистика,FND-11220,054ab8970236,2023,25488343,15652232,9836111,2068329,7767782,5494934,2517912,3,2530123,0,0.2155861603086556,0.3859062552634355,0.304758218296105,8496114.333333334,1831644.6666666667,843374.3333333334,0.4582242480073464,0,0.46626568162966037,0,,,,,-0.6959073172815974,0.109767573245643,-1.0666792317822587,,,,,,,,,,
C0014,ПАО «Сигма-Инвест-014»,6532632164,2023,Республика Крым,52.29,Транспортная логистика,FND-11220,054ab8970236,2024,27883003,16428306,11454697,2904062,8550635,7330862,2450158,4,2840767,2779205,0.26291508127729285,0.4108128884109075,0.306661194276671,6970750.75,1832715.5,710191.75,0.33422508840024545,0.37911026015767313,0.710051518604115,1,0.09395118388041146,0.3341128392078958,0.33333333333333326,0.12277822066358035,0.24485281838356407,0.11818775849897688,0.06012301786974123,0.18464991819457494,3.256162287128391,,,,,,,,
C0014,ПАО «Сигма-Инвест-014»,6532632164,2023,Республика Крым,52.29,Транспортная логистика,FND-11220,054ab8970236,2025,28968869,13344462,15624407,3229432,12394975,10048377,2905636,4,5702578,0,0.346868115562261,0.5393516398586359,0.42787224451185857,7242217.25,2512094.25,1425644.5,0.2891647078926278,0,0.39265925420401554,2,0.03894365323562887,0.37069515153879595,0,1.0074078585114514,0.9058766392187074,0.048370256991846945,-0.998443295745659,0.4262116441530692,0,,,,,,,,
C0015,ПАО «Логист-Плюс-015»,9883187696,2023,Республика Крым,25.11,Производство металлоконструкций,FND-97538,a2b15837edac,2023,41322625,23094867,18227758,5529847,12697911,9175974,2916406,5,5885678,0,0.22205689982182883,0.44110842425910746,0.30728713386431766,8264525,1835194.8,1177135.6,0.3178306738881344,0,0.4633731147846049,0,,,,,0.4787087711937209,0.6624300957418395,-1.737220837911928,,,,,,,,,,
C0015,ПАО «Логист-Плюс-015»,9883187696,2023,Республика Крым,25.11,Производство металлоконструкций,FND-97538,a2b15837edac,2024,41847708,26719952,15127756,4906809,10220947,9147949,6425466,5,4027680,1852662,0.2186009565924136,0.3614954491653402,0.24424150063367867,8369541.6,1829589.8,805536,0.7023941650745976,0.20252211725273064,0.871572558415141,1,0.012706912980479768,-0.0030541716879319836,0,-0.31568121803469373,0.5935652131833824,0.4612010140040365,0.29953015224769336,-0.3409629593173969,0,,,,,,,,
C0015,ПАО «Логист-Плюс-015»,9883187696,2023,Республика Крым,25.11,Производство металлоконструкций,FND-97538,a2b15837edac,2025,46230872,30887676,15343196,5255776,10087420,8505244,7004092,4,4848901,0,0.18397325492800568,0.3318820376133074,0.2181966197825557,11557718,2126311,1212225.25,0.8235027707611916,0,0.7990426505664139,2,0.10474083789726318,-0.07025673186415882,-0.19999999999999996,0.20389430143407616,-0.3777961799006157,1.0991860755241734,0.4316475656484922,0.6927577671363453,-2.886193017295197,,,,,,,,
C0016,АО «Промт-Групп-016»,7122368529,2015,Новосибирская обл.,25.11,Производство металлоконструкций,FND-22097,f75b757d3459,2023,5485631011,3453364990,2032266021,867820148,1164445873,1046212562,750794349,194,210498715,0,0.1907187267794888,0.3704707839307495,0.2122720012820782,28276448.51030928,5392848.257731959,1085044.9226804124,0.7176307915522812,0,0.7964579834895542,8,,,,,-0.014766795364289539,5.648468042622457,-0.03133766575337254,,,H5,rev_per_emp,28276448.51030928,5.648468042622457,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или транзитные операции.",high,3
C0016,АО «Промт-Групп-016»,7122368529,2015,Новосибирская обл.,25.11,Производство металлоконструкций,FND-22097,f75b757d3459,2024,4961034734,3206597803,1754436931,625071069,1129365862,862144201,373243529,177,146841438,224317619,0.17378314146671323,0.35364334762184313,0.22764723944785023,28028444.82485876,4870871.192090396,829612.6440677966,0.43292471093243484,0.26018573080908536,0.6968801188556376,9,-0.09563098136714976,-0.17593782342674646,-0.08762886597938147,-0.302411713059626,-0.0791261510313081,4.5519975597495534,-0.3721659445047946,-0.9052244439805295,-1.0261710740287786,H5,rev_per_emp,28028444.82485876,4.5519975597495534,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или транзитные операции.",high,3
C0016,АО «Промт-Групп-016»,7122368529,2015,Новосибирская обл.,25.11,Производство металлоконструкций,FND-22097,f75b757d3459,2025,3879226978,2722128671,1157098307,647163151,509935156,398761725,264852595,178,141149816,0,0.10279412039085896,0.29828064033431767,0.13145277625979637,21793409.988764044,2240234.4101123596,792976.4943820224,0.6641876047657282,0,0.7881921012956767,10,-0.2180609114840356,-0.5374767648643037,0.005649717514124353,-0.03876032595104384,-2.17758050909157,3.16728415040377,0.36654521010517616,-1.9655892861048638,0.08153087619478044,H3,net_margin,0.10279412039085896,-2.17758050909157,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3
C0017,ПАО «Логист-Плюс-017»,7540089585,2015,Тюменская обл.,47.11,Розничная торговля,FND-66333,bf424cb7b0de,2023,17820831,16356232,1464599,1844514,-379915,-335029,2424493,13,14884274,0,-0.018799852823922745,0.08218466355469058,-0.021318590586488363,1370833.1538461538,-25771.46153846154,1144944.1538461538,,,2.9147957905201354,8,,,,,-1.6671955403692367,-0.6744907594765952,5.153527916834773,,,H4,financial_pressure_ratio,2.9147957905201354,5.153527916834773,risk,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,critical,4
