company_id,year,metric,zscore,peer_group
C0021,2024,net_margin,1.1952167905448297,okved_year
C0021,2025,net_margin,0.014929989225970476,okved_year
C0022,2023,net_margin,-0.2713766044133156,okved_year
C0022,2024,net_margin,0.24381680014795595,okved_year
C0022,2025,net_margin,0.1477875728830986,okved_year
C0023,2023,net_margin,0.6744907594765952,okved_year
C0023,2024,net_margin,-1.3840083126409746,okved_year
C0023,2025,net_margin,0.6791531390214859,okved_year
C0024,2023,net_margin,-0.6673988465284607,okved_year
C0024,2024,net_margin,1.0812327651897977,okved_year
C0024,2025,net_margin,-1.0586587183027196,okved_year
C0025,2023,net_margin,1.4331829586446057,okved_year
C0025,2024,net_margin,0.26773711424458974,okved_year
C0025,2025,net_margin,-0.6854862939700593,okved_year
C0026,2023,net_margin,0.6744907594765952,okved_year
C0026,2024,net_margin,-0.8360078024788936,okved_year
C0026,2025,net_margin,-0.15525099869886824,okved_year
C0027,2023,net_margin,1.3615212041958393,okved_year
C0027,2024,net_margin,-1.0183559736544485,okved_year
C0027,2025,net_margin,1.3913270748473603,okved_year
C0028,2023,net_margin,0.4706446943421883,okved_year
C0028,2024,net_margin,-0.7113676868218004,okved_year
C0028,2025,net_margin,-0.9949244227667989,okved_year
C0029,2023,net_margin,0.938319909922972,okved_year
C0029,2024,net_margin,0.37056671675314073,okved_year
C0029,2025,net_margin,-0.09027502483350179,okved_year
C0030,2023,net_margin,-0.9064411952783534,okved_year
C0030,2024,net_margin,1.1024982573496624,okved_year
C0030,2025,net_margin,0.23461486218173874,okved_year
C0031,2023,net_margin,0,okved_year
C0031,2024,net_margin,0.9217553455318309,okved_year
C0031,2025,net_margin,-0.20712557674968668,okved_year
C0032,2023,net_margin,1.5468586167510754,okved_year
C0032,2024,net_margin,-0.6589498492945394,okved_year
C0032,2025,net_margin,0.7256715831772074,okved_year
C0033,2023,net_margin,1.0979321906645405,okved_year
C0033,2024,net_margin,0.6551018486855756,okved_year
C0033,2025,net_margin,-0.9285337861476697,okved_year
C0034,2023,net_margin,-0.2997243942787198,okved_year
C0034,2024,net_margin,1.0201078053493922,okved_year
C0034,2025,net_margin,-0.7138051135665577,okved_year
C0035,2023,net_margin,0.5451970554417839,okved_year
C0035,2024,net_margin,1.3701791957534755,okved_year
C0035,2025,net_margin,0.10782086842766238,okved_year
C0036,2023,net_margin,1.7840158719851102,okved_year
C0036,2024,net_margin,0.6128343210188134,okved_year
C0036,2025,net_margin,1.430643319252785,okved_year
C0037,2023,net_margin,3.2141092062453582,okved_year
C0037,2024,net_margin,0.00033019131188361385,okved_year
C0037,2025,net_margin,-0.39143976384873164,okved_year
C0038,2023,net_margin,0.37238005855142314,okved_year
C0038,2024,net_margin,-0.6568088527603128,okved_year
C0038,2025,net_margin,-0.7359930064088985,okved_year
C0039,2023,net_margin,0.5113901131272802,okved_year
C0039,2024,net_margin,0.11118190290808162,okved_year
C0039,2025,net_margin,-0.6744907594765952,okved_year
C0040,2023,net_margin,1.157042294142972,okved_year
C0040,2024,net_margin,-0.2202378619809017,okved_year
C0040,2025,net_margin,0.5348331671718759,okved_year
C0041,2023,net_margin,1.4445344821838322,okved_year
C0041,2024,net_margin,-2.5450401315537325,okved_year
C0041,2025,net_margin,0.006941199656225104,okved_year
C0042,2023,net_margin,0.8314194156152208,okved_year
C0042,2024,net_margin,-0.5344393389307005,okved_year
C0042,2025,net_margin,0.3191560725894827,okved_year
C0043,2023,net_margin,0.6351732148497315,okved_year
C0043,2024,net_margin,0.5311539280994859,okved_year
C0043,2025,net_margin,-0.006410421870330624,okved_year
C0044,2023,net_margin,1.0837340893214469,okved_year
C0044,2024,net_margin,-0.4391809770538412,okved_year
C0044,2025,net_margin,0.6634952249831312,okved_year
C0045,2023,net_margin,-0.6300797824560023,okved_year
C0045,2024,net_margin,0.5968663441274621,okved_year
C0045,2025,net_margin,-0.8821250748003476,okved_year
C0046,2023,net_margin,0.7406729935207245,okved_year
C0046,2024,net_margin,-1.4747040114555963,okved_year
C0046,2025,net_margin,-2.260034793058812,okved_year
C0047,2023,net_margin,-0.8599970998508201,okved_year
C0047,2024,net_margin,0.8203084345988549,okved_year
C0047,2025,net_margin,0.6359404184979792,okved_year
C0048,2023,net_margin,-5.64966451983831,okved_year
C0048,2024,net_margin,-4.376437936955838,okved_year
C0048,2025,net_margin,-4.696731420039048,okved_year
C0049,2023,net_margin,0.6744907594765952,okved_year
C0049,2024,net_margin,-0.688422988944303,okved_year
C0049,2025,net_margin,0.5165352106024157,okved_year
C0050,2023,net_margin,1.1128092115134898,okved_year
C0050,2024,net_margin,-0.7475027407288387,okved_year
C0050,2025,net_margin,0.4005941282233025,okved_year
C0051,2023,net_margin,-0.013613169515258195,okved_year
C0051,2024,net_margin,0.03859794601144463,okved_year
C0051,2025,net_margin,-0.6744907594765952,okved_year
C0052,2023,net_margin,2.22374878832278,okved_year
C0052,2024,net_margin,-0.7130794865885697,okved_year
C0052,2025,net_margin,-1.1443835344724025,okved_year
C0053,2023,net_margin,0.6744907594765952,okved_year
C0053,2024,net_margin,1.675463425881879,okved_year
C0053,2025,net_margin,-2.2519108826363787,okved_year
C0054,2023,net_margin,-1.248667066408691,okved_year
C0054,2024,net_margin,0.16054693528877745,okved_year
C0054,2025,net_margin,-0.531131778420821,okved_year
C0055,2023,net_margin,3.1954774667857504,okved_year
C0055,2024,net_margin,-0.5490673313623842,okved_year
C0055,2025,net_margin,0.7042503650375532,okved_year
C0056,2023,net_margin,0.2174801295462058,okved_year
C0056,2024,net_margin,0.3407863250348653,okved_year
C0056,2025,net_margin,-0.14345896749698214,okved_year
C0057,2023,net_margin,0.5991487309604137,okved_year
C0057,2024,net_margin,-0.5789542199000737,okved_year
C0057,2025,net_margin,2.8728328178120526,okved_year
C0058,2023,net_margin,0.11864742629475229,okved_year
C0058,2024,net_margin,0.4903047521398601,okved_year
C0058,2025,net_margin,-1.6021307971906382,okved_year
C0059,2023,net_margin,-0.11864742629475229,okved_year
C0059,2024,net_margin,-1.1919878193746227,okved_year
C0059,2025,net_margin,-0.3555612651098455,okved_year
C0060,2023,net_margin,-0.3559482086582435,okved_year
C0060,2024,net_margin,0.8981620630025724,okved_year
C0060,2025,net_margin,-0.4780719078943277,okved_year
C0061,2023,net_margin,0.8347431881701408,okved_year
C0061,2024,net_margin,0.6093876994933589,okved_year
C0061,2025,net_margin,-2.313285309803791,okved_year
C0062,2023,net_margin,-3.3660392051767887,okved_year
C0062,2024,net_margin,-4.9575533558315446,okved_year
C0062,2025,net_margin,-5.967414750283025,okved_year
C0063,2023,net_margin,-5.321933925105506,okved_year
C0063,2024,net_margin,-4.232352319509785,okved_year
C0063,2025,net_margin,-5.549167563258274,okved_year
C0064,2023,net_margin,-0.687492186495348,okved_year
C0064,2024,net_margin,0.09580698767941485,okved_year
C0064,2025,net_margin,-0.4399571780752465,okved_year
C0065,2023,net_margin,-0.008600363444759953,okved_year
C0065,2024,net_margin,-1.1769739146844456,okved_year
C0065,2025,net_margin,0.6744907594765952,okved_year
C0066,2023,net_margin,0,okved_year
C0066,2024,net_margin,0.4533633753471697,okved_year
C0066,2025,net_margin,0.6089200788000526,okved_year
C0067,2023,net_margin,0.6901589720875679,okved_year
C0067,2024,net_margin,1.2762736328380457,okved_year
C0067,2025,net_margin,0.9040432995968591,okved_year
C0068,2023,net_margin,-0.1614444555353619,okved_year
C0068,2024,net_margin,0.11346091283803687,okved_year
C0068,2025,net_margin,1.3989226402750272,okved_year
C0069,2023,net_margin,-6.6800219287940905,okved_year
C0069,2024,net_margin,-5.206370521738529,okved_year
C0069,2025,net_margin,-6.2060476323435445,okved_year
C0070,2023,net_margin,-1.4497123842908142,okved_year
C0070,2024,net_margin,-0.4989691426497449,okved_year
C0070,2025,net_margin,1.2254182400556557,okved_year
C0071,2023,net_margin,0.691389617929078,okved_year
C0071,2024,net_margin,-0.040945922926386435,okved_year
C0071,2025,net_margin,-0.35422520176230676,okved_year
C0072,2023,net_margin,0.4604906998057406,okved_year
C0072,2024,net_margin,-0.07448814624561195,okved_year
C0072,2025,net_margin,1.6829885061319294,okved_year
C0073,2023,net_margin,-0.43125671112410513,okved_year
C0073,2024,net_margin,0.1592687644888062,okved_year
C0073,2025,net_margin,0.4588083049273784,okved_year
C0074,2023,net_margin,1.7961831063303413,okved_year
C0074,2024,net_margin,-0.26113982917629736,okved_year
C0074,2025,net_margin,-0.3179574437527972,okved_year
C0075,2023,net_margin,-0.3658627358249704,okved_year
C0075,2024,net_margin,0.42938142047299016,okved_year
C0075,2025,net_margin,0.17819533207761362,okved_year
C0076,2023,net_margin,0.7536159213790933,okved_year
C0076,2024,net_margin,-0.27454765960785554,okved_year
C0076,2025,net_margin,-0.49767843428247976,okved_year
C0077,2023,net_margin,-4.188572188404214,okved_year
C0077,2024,net_margin,-6.821151085698582,okved_year
C0077,2025,net_margin,-3.0980106295402345,okved_year
C0078,2023,net_margin,-1.1804764592590586,okved_year
C0078,2024,net_margin,-0.8355006985806254,okved_year
C0078,2025,net_margin,-0.13022638976160142,okved_year
C0079,2023,net_margin,-2.700541912781038,okved_year
C0079,2024,net_margin,-0.6545635183544739,okved_year
C0079,2025,net_margin,0.02316341806807739,okved_year
C0080,2023,net_margin,0.5279460611139621,okved_year
C0080,2024,net_margin,0.029270938050705887,okved_year
C0080,2025,net_margin,1.445816112863415,okved_year
C0081,2023,net_margin,-0.813572022820823,okved_year
C0081,2024,net_margin,-0.6254156278518984,okved_year
C0081,2025,net_margin,-0.6664958354531638,okved_year
C0082,2023,net_margin,0.35794875532426107,okved_year
C0082,2024,net_margin,-0.4772898763042101,okved_year
C0082,2025,net_margin,0.6734166001102455,okved_year
C0083,2023,net_margin,0.8337556555962579,okved_year
C0083,2024,net_margin,-0.6153105789350575,okved_year
C0083,2025,net_margin,1.1688795414135167,okved_year
C0084,2023,net_margin,0.24001243177824824,okved_year
C0084,2024,net_margin,0.17217424387739816,okved_year
C0084,2025,net_margin,0.03420770445389621,okved_year
C0085,2023,net_margin,-1.8765886958488756,okved_year
C0085,2024,net_margin,0.28730427138509546,okved_year
C0085,2025,net_margin,0.6731262903382182,okved_year
C0086,2023,net_margin,0.05246083709184149,okved_year
C0086,2024,net_margin,-1.2181574767987884,okved_year
C0086,2025,net_margin,-0.2733566973235905,okved_year
C0087,2023,net_margin,0.6267405223057004,okved_year
C0087,2024,net_margin,0.2995004959783813,okved_year
C0087,2025,net_margin,0.5352255982404878,okved_year
C0088,2023,net_margin,0.37172416253754925,okved_year
C0088,2024,net_margin,-1.1028814821156265,okved_year
C0088,2025,net_margin,0.9348648136107736,okved_year
C0089,2023,net_margin,-0.4095193676037717,okved_year
C0089,2024,net_margin,-0.13440735188870226,okved_year
C0089,2025,net_margin,1.3236568711849817,okved_year
C0090,2023,net_margin,-0.13259750170439774,okved_year
C0090,2024,net_margin,-1.0756421734486572,okved_year
C0090,2025,net_margin,1.1177697620034464,okved_year
C0091,2023,net_margin,2.201721495952233,okved_year
C0091,2024,net_margin,-1.3916316342040196,okved_year
C0091,2025,net_margin,-0.2113589510330721,okved_year
C0092,2023,net_margin,-0.5149263886839834,okved_year
C0092,2024,net_margin,0.690031669658651,okved_year
C0092,2025,net_margin,0.44522310429898293,okved_year
C0093,2023,net_margin,0.3872092829718991,okved_year
C0093,2024,net_margin,0.4507535452022976,okved_year
C0093,2025,net_margin,-0.03420770445389621,okved_year
C0094,2023,net_margin,0.6000344828353725,okved_year
C0094,2024,net_margin,0.6746889365602701,okved_year
C0094,2025,net_margin,0.0691219990591787,okved_year
C0095,2023,net_margin,-0.10016678186364597,okved_year
C0095,2024,net_margin,-0.5738146173788805,okved_year
C0095,2025,net_margin,0.5441839405191639,okved_year
C0096,2023,net_margin,-0.6083085254324659,okved_year
C0096,2024,net_margin,-0.6938796702676148,okved_year
C0096,2025,net_margin,-1.344694865333725,okved_year
C0097,2023,net_margin,-0.6637701859880968,okved_year
C0097,2024,net_margin,0.8939300647462867,okved_year
C0097,2025,net_margin,1.163234547338699,okved_year
C0098,2023,net_margin,0.46989119268173735,okved_year
C0098,2024,net_margin,-1.3701852466720386,okved_year
C0098,2025,net_margin,0.5208878074177615,okved_year
C0099,2023,net_margin,1.535901830275168,okved_year
C0099,2024,net_margin,1.5694322824960363,okved_year
C0099,2025,net_margin,1.6847856517734323,okved_year
C0100,2023,net_margin,-0.12826303787445112,okved_year
C0100,2024,net_margin,0.08863096400642684,okved_year
C0100,2025,net_margin,0.48106513137407575,okved_year
C0101,2023,net_margin,-1.8143217333835673,okved_year
C0101,2024,net_margin,0.14017444332752022,okved_year
C0101,2025,net_margin,0.8499816572396713,okved_year
C0102,2023,net_margin,0.7170072603367185,okved_year
C0102,2024,net_margin,-0.5468915553099676,okved_year
C0102,2025,net_margin,-0.6723959707105559,okved_year
C0103,2023,net_margin,0.1970067400950101,okved_year
C0103,2024,net_margin,0.4644760473224864,okved_year
C0103,2025,net_margin,0.5933901311272782,okved_year
C0104,2023,net_margin,-3.7492560168705804,okved_year
C0104,2024,net_margin,-4.179172058327948,okved_year
C0104,2025,net_margin,-3.2289644728656315,okved_year
C0105,2023,net_margin,0.5587185680693822,okved_year
C0105,2024,net_margin,-0.22717242208250946,okved_year
C0105,2025,net_margin,0.2568673455172482,okved_year
C0106,2023,net_margin,0.7621692963910457,okved_year
C0106,2024,net_margin,-0.10101503774243316,okved_year
C0106,2025,net_margin,0.46686052724219157,okved_year
C0107,2023,net_margin,-0.24984866955412469,okved_year
C0107,2024,net_margin,0.8762386620157271,okved_year
C0107,2025,net_margin,-1.9426552520584275,okved_year
C0108,2023,net_margin,0.7405008874793706,okved_year
C0108,2024,net_margin,-0.8744414898984727,okved_year
C0108,2025,net_margin,0.675855228614972,okved_year
C0109,2023,net_margin,0.3686036190956966,okved_year
C0109,2024,net_margin,2.1745131718957906,okved_year
C0109,2025,net_margin,1.7925990018809073,okved_year
C0110,2023,net_margin,-2.0647916082646542,okved_year
C0110,2024,net_margin,1.1012488439001973,okved_year
C0110,2025,net_margin,-0.07778435406387638,okved_year
C0111,2023,net_margin,-0.5269506624887734,okved_year
C0111,2024,net_margin,-0.018872691601973048,okved_year
C0111,2025,net_margin,0.33986402620182843,okved_year
C0112,2023,net_margin,0.5103560505363579,okved_year
C0112,2024,net_margin,-0.9514555891022594,okved_year
C0112,2025,net_margin,-0.9204293230383818,okved_year
C0113,2023,net_margin,-3.900655118568071,okved_year
C0113,2024,net_margin,-3.91568709384167,okved_year
C0113,2025,net_margin,-3.764413738394665,okved_year
C0114,2023,net_margin,-0.12696432766444557,okved_year
C0114,2024,net_margin,-0.5508844521898533,okved_year
C0114,2025,net_margin,-0.09596777918420599,okved_year
C0115,2023,net_margin,-0.43686571184668666,okved_year
C0115,2024,net_margin,0,okved_year
C0115,2025,net_margin,2.2068553807086215,okved_year
C0116,2023,net_margin,-0.6114769388606074,okved_year
C0116,2024,net_margin,0.16006957060187776,okved_year
C0116,2025,net_margin,1.7287876726025737,okved_year
C0117,2023,net_margin,-0.09616885116219855,okved_year
C0117,2024,net_margin,1.4138047292634894,okved_year
C0117,2025,net_margin,0.9788704414508846,okved_year
C0118,2023,net_margin,-0.02952709430753494,okved_year
C0118,2024,net_margin,-0.2603800982167827,okved_year
C0118,2025,net_margin,1.1381708514951863,okved_year
C0119,2023,net_margin,1.8328367868098412,okved_year
C0119,2024,net_margin,1.3615804285496425,okved_year
C0119,2025,net_margin,-0.006941199656225104,okved_year
C0120,2023,net_margin,-0.5918949028588469,okved_year
C0120,2024,net_margin,0.1613832309188762,okved_year
C0120,2025,net_margin,1.2079541050742897,okved_year
C0121,2023,net_margin,-0.9631223384423797,okved_year
C0121,2024,net_margin,0.3862123265492254,okved_year
C0121,2025,net_margin,-0.6561816443186336,okved_year
C0122,2023,net_margin,-0.17664869394898017,okved_year
C0122,2024,net_margin,0.17493854129618697,okved_year
C0122,2025,net_margin,-1.3465095744580455,okved_year
C0123,2023,net_margin,0.5996677643170459,okved_year
C0123,2024,net_margin,-0.2138426610049345,okved_year
C0123,2025,net_margin,-0.8955216404978816,okved_year
C0124,2023,net_margin,1.1926670255929377,okved_year
C0124,2024,net_margin,0.0979644280315031,okved_year
C0124,2025,net_margin,-0.17819533207761304,okved_year
C0125,2023,net_margin,0.7629874890829956,okved_year
C0125,2024,net_margin,0.6218832875944555,okved_year
C0125,2025,net_margin,0.4447169633168584,okved_year
C0126,2023,net_margin,0.25723794947974077,okved_year
C0126,2024,net_margin,0.1087933960476447,okved_year
C0126,2025,net_margin,-0.1890371051664133,okved_year
C0127,2023,net_margin,-1.557539285126104,okved_year
C0127,2024,net_margin,0.952238895770852,okved_year
C0127,2025,net_margin,-0.2387438220382923,okved_year
C0128,2023,net_margin,3.1658863682070297,okved_year
C0128,2024,net_margin,1.1719201761678528,okved_year
C0128,2025,net_margin,-1.1408685135654277,okved_year
C0129,2023,net_margin,-0.6735427097039729,okved_year
C0129,2024,net_margin,-1.9577885650142273,okved_year
C0129,2025,net_margin,0.6824856835000267,okved_year
C0130,2023,net_margin,0.765430832612233,okved_year
C0130,2024,net_margin,1.621244856773634,okved_year
C0130,2025,net_margin,-0.6556145496220147,okved_year
C0131,2023,net_margin,2.1396371940211423,okved_year
C0131,2024,net_margin,0.7220878511189973,okved_year
C0131,2025,net_margin,0.6815863214926186,okved_year
C0132,2023,net_margin,0.41836402603792616,okved_year
C0132,2024,net_margin,1.0606127849631009,okved_year
C0132,2025,net_margin,-0.05960469131987883,okved_year
C0133,2023,net_margin,0.962731131025376,okved_year
C0133,2024,net_margin,0.25851721751272505,okved_year
C0133,2025,net_margin,-0.6744907594765952,okved_year
C0134,2023,net_margin,0.015013324790809093,okved_year
C0134,2024,net_margin,-0.16624940793863843,okved_year
C0134,2025,net_margin,-0.5726339557399404,okved_year
C0135,2023,net_margin,-0.4609566764497256,okved_year
C0135,2024,net_margin,3.000088505464672,okved_year
C0135,2025,net_margin,1.4725467860588455,okved_year
C0136,2023,net_margin,-0.5850295642086734,okved_year
C0136,2024,net_margin,0.051055831352498915,okved_year
C0136,2025,net_margin,0.7462153140121998,okved_year
C0137,2023,net_margin,-0.37654001531818304,okved_year
C0137,2024,net_margin,0.4754448107446146,okved_year
C0137,2025,net_margin,2.199428182826877,okved_year
C0138,2023,net_margin,1.2872102333973452,okved_year
C0138,2024,net_margin,-1.2616492110824062,okved_year
C0138,2025,net_margin,-0.30646100749103533,okved_year
C0139,2023,net_margin,0.5939626577169848,okved_year
C0139,2024,net_margin,0.6300991964372493,okved_year
C0139,2025,net_margin,1.2571587678004326,okved_year
C0140,2023,net_margin,-0.32448467005402337,okved_year
C0140,2024,net_margin,-1.3071013238836922,okved_year
C0140,2025,net_margin,-0.33359468517803986,okved_year
C0141,2023,net_margin,-0.033032992786281024,okved_year
C0141,2024,net_margin,-0.5378710200253994,okved_year
C0141,2025,net_margin,-0.7024058928138754,okved_year
C0142,2023,net_margin,1.257679856819374,okved_year
C0142,2024,net_margin,1.0642191097128832,okved_year
C0142,2025,net_margin,-0.06057499220631573,okved_year
C0143,2023,net_margin,0.2928995524339365,okved_year
C0143,2024,net_margin,-0.26748088249099866,okved_year
C0143,2025,net_margin,-0.3289337741294088,okved_year
C0144,2023,net_margin,-0.22986312111666438,okved_year
C0144,2024,net_margin,0,okved_year
C0144,2025,net_margin,-0.4990195003247692,okved_year
C0145,2023,net_margin,0.2719458404713069,okved_year
C0145,2024,net_margin,-0.5466712675251713,okved_year
C0145,2025,net_margin,-0.07513387983283709,okved_year
C0146,2023,net_margin,0.5851425682023917,okved_year
C0146,2024,net_margin,0.2815611664834283,okved_year
C0146,2025,net_margin,-0.8321746682967616,okved_year
C0147,2023,net_margin,0.02952709430753494,okved_year
C0147,2024,net_margin,-1.2441605000003788,okved_year
C0147,2025,net_margin,0.8090100857537041,okved_year
C0148,2023,net_margin,-0.6588225468656225,okved_year
C0148,2024,net_margin,1.8488595343544383,okved_year
C0148,2025,net_margin,0.9051018776357403,okved_year
C0149,2023,net_margin,1.0990875604463983,okved_year
C0149,2024,net_margin,0.05203147861453799,okved_year
C0149,2025,net_margin,0.9801361150636784,okved_year
C0150,2023,net_margin,-1.6486805560155606,okved_year
C0150,2024,net_margin,-0.09309947273266109,okved_year
C0150,2025,net_margin,0,okved_year
C0151,2023,net_margin,-0.12797673869883677,okved_year
C0151,2024,net_margin,-0.6188992490118994,okved_year
C0151,2025,net_margin,-0.5236307729535601,okved_year
C0152,2023,net_margin,-0.11321055545956682,okved_year
C0152,2024,net_margin,1.4807468864020132,okved_year
C0152,2025,net_margin,0.5690374673470292,okved_year
C0153,2023,net_margin,0.21924144949326063,okved_year
C0153,2024,net_margin,-0.49710580475473304,okved_year
C0153,2025,net_margin,-0.34151819407542683,okved_year
C0154,2023,net_margin,-0.7327648731816391,okved_year
C0154,2024,net_margin,0.7023869593269537,okved_year
C0154,2025,net_margin,-0.5914970448577873,okved_year
C0155,2023,net_margin,0.05899981663606665,okved_year
C0155,2024,net_margin,0.5439909975081597,okved_year
C0155,2025,net_margin,-0.7682569608678265,okved_year
C0156,2023,net_margin,-3.039882458597726,okved_year
C0156,2024,net_margin,0.6291382893498766,okved_year
C0156,2025,net_margin,-0.20595399241489096,okved_year
C0157,2023,net_margin,0.5841288361154611,okved_year
C0157,2024,net_margin,0.667252955066287,okved_year
C0157,2025,net_margin,0.045727007703924384,okved_year
C0158,2023,net_margin,-0.5625717266034342,okved_year
C0158,2024,net_margin,2.1871825868032717,okved_year
C0158,2025,net_margin,0.4162796542376481,okved_year
C0159,2023,net_margin,-0.016856168619276763,okved_year
C0159,2024,net_margin,-0.6047857841004702,okved_year
C0159,2025,net_margin,-2.111774774371537,okved_year
C0160,2023,net_margin,0.912513459573152,okved_year
C0160,2024,net_margin,-0.1592687644888062,okved_year
C0160,2025,net_margin,0.23935907908606904,okved_year
C0161,2023,net_margin,-1.9912880862589573,okved_year
C0161,2024,net_margin,-0.5052137365093239,okved_year
C0161,2025,net_margin,-1.4423639303974174,okved_year
C0162,2023,net_margin,-3.9885475785307105,okved_year
C0162,2024,net_margin,-5.701408958346852,okved_year
C0162,2025,net_margin,-3.4864160197845524,okved_year
C0163,2023,net_margin,-0.9130698230963193,okved_year
C0163,2024,net_margin,-0.6744907594765952,okved_year
C0163,2025,net_margin,0.9950081618970257,okved_year
C0164,2023,net_margin,-0.9206818578985648,okved_year
C0164,2024,net_margin,-0.7755925460763696,okved_year
C0164,2025,net_margin,-0.32206854578300775,okved_year
C0165,2023,net_margin,-0.8281404000015431,okved_year
C0165,2024,net_margin,-0.6744907594765952,okved_year
C0165,2025,net_margin,0.6775998357727951,okved_year
C0166,2023,net_margin,-0.23139182513855408,okved_year
C0166,2024,net_margin,0.1542466881667986,okved_year
C0166,2025,net_margin,1.4335014006955504,okved_year
C0167,2023,net_margin,0.6109071004778012,okved_year
C0167,2024,net_margin,-0.3620629109498866,okved_year
C0167,2025,net_margin,0.5094066118776882,okved_year
C0168,2023,net_margin,-1.5284145522998367,okved_year
C0168,2024,net_margin,0.736268899338099,okved_year
C0168,2025,net_margin,0.7018790874083032,okved_year
C0169,2023,net_margin,-0.22430468294033962,okved_year
C0169,2024,net_margin,0.6944180005987165,okved_year
C0169,2025,net_margin,0.058251199289655844,okved_year
C0170,2023,net_margin,0.6487884076930386,okved_year
C0170,2024,net_margin,-0.056332049360261226,okved_year
C0170,2025,net_margin,-0.3527722296931657,okved_year
C0171,2023,net_margin,1.0252196909939923,okved_year
C0171,2024,net_margin,1.561541997812822,okved_year
C0171,2025,net_margin,-0.4469437767213689,okved_year
C0172,2023,net_margin,1.62268928729562,okved_year
C0172,2024,net_margin,0.21180568945892206,okved_year
C0172,2025,net_margin,-0.5014939718954236,okved_year
C0173,2023,net_margin,2.391989967736363,okved_year
C0173,2024,net_margin,-0.031829731948305406,okved_year
C0173,2025,net_margin,-0.2787249347648597,okved_year
C0174,2023,net_margin,-1.7627984113311346,okved_year
C0174,2024,net_margin,-1.1198371624851322,okved_year
C0174,2025,net_margin,-0.5596000846565229,okved_year
C0175,2023,net_margin,-0.21837862147403367,okved_year
C0175,2024,net_margin,0.9035713859839437,okved_year
C0175,2025,net_margin,0.7931005550821106,okved_year
C0176,2023,net_margin,0.7157063200393226,okved_year
C0176,2024,net_margin,0.2502176527448107,okved_year
C0176,2025,net_margin,-0.05581568004975667,okved_year
C0177,2023,net_margin,1.2459167425877953,okved_year
C0177,2024,net_margin,0.9801046138586506,okved_year
C0177,2025,net_margin,0.6086159897971838,okved_year
