company_id,company_name,region,okved_section,year,period_date,revenue,net_profit,dividends_paid,headcount,net_margin,payout_ratio_valid,tax_to_profit_valid,financial_pressure_ratio,rev_growth,emp_growth,profit_growth_type,net_margin_z,rev_per_emp_z,financial_pressure_z,rev_growth_z,emp_growth_z,anomaly_count,risk_anomaly_count,signal_anomaly_count,critical_anomaly_count,max_criticality_score,criticality_final,risk_flag,signal_only_flag,top_hypothesis_code,top_interpretation,top_reason,is_latest_year
C0015,ПАО «Логист-Плюс-015»,Республика Крым,Производство металлоконструкций,2023,2023-12-31,41322625,9175974,0,5,0.22205689982182883,0,0.3178306738881344,0.4633731147846049,,,normal,0.4787087711937209,0.6624300957418395,-1.737220837911928,,,0,0,0,0,,none,0,0,,,,0
C0015,ПАО «Логист-Плюс-015»,Республика Крым,Производство металлоконструкций,2024,2024-12-31,41847708,9147949,1852662,5,0.2186009565924136,0.20252211725273064,0.7023941650745976,0.871572558415141,0.012706912980479768,0,normal,0.5935652131833824,0.4612010140040365,0.29953015224769336,-0.3409629593173969,0,0,0,0,0,,none,0,0,,,,0
C0015,ПАО «Логист-Плюс-015»,Республика Крым,Производство металлоконструкций,2025,2025-12-31,46230872,8505244,0,4,0.18397325492800568,0,0.8235027707611916,0.7990426505664139,0.10474083789726318,-0.19999999999999996,normal,-0.3777961799006157,1.0991860755241734,0.4316475656484922,0.6927577671363453,-2.886193017295197,0,0,0,0,,none,0,0,,,,1
C0016,АО «Промт-Групп-016»,Новосибирская обл.,Производство металлоконструкций,2023,2023-12-31,5485631011,1046212562,0,194,0.1907187267794888,0,0.7176307915522812,0.7964579834895542,,,normal,-0.014766795364289539,5.648468042622457,-0.03133766575337254,,,1,0,1,0,2,medium,0,1,H5,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",0
C0016,АО «Промт-Групп-016»,Новосибирская обл.,Производство металлоконструкций,2024,2024-12-31,4961034734,862144201,224317619,177,0.17378314146671323,0.26018573080908536,0.43292471093243484,0.6968801188556376,-0.09563098136714976,-0.08762886597938147,normal,-0.0791261510313081,4.5519975597495534,-0.3721659445047946,-0.9052244439805295,-1.0261710740287786,1,0,1,0,2,medium,0,1,H5,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",0
C0016,АО «Промт-Групп-016»,Новосибирская обл.,Производство металлоконструкций,2025,2025-12-31,3879226978,398761725,0,178,0.10279412039085896,0,0.6641876047657282,0.7881921012956767,-0.2180609114840356,0.005649717514124353,normal,-2.17758050909157,3.16728415040377,0.36654521010517616,-1.9655892861048638,0.08153087619478044,3,1,2,0,3,high,1,0,H3,risk,Маржа ниже отрасли. Возможны операционные проблемы.,1
C0017,ПАО «Логист-Плюс-017»,Тюменская обл.,Розничная торговля,2023,2023-12-31,17820831,-335029,0,13,-0.018799852823922745,,,2.9147957905201354,,,normal,-1.6671955403692367,-0.6744907594765952,5.153527916834773,,,1,1,0,1,4,critical,1,0,H4,risk,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,0
C0017,ПАО «Логист-Плюс-017»,Тюменская обл.,Розничная торговля,2024,2024-12-31,18240633,2093664,0,14,0.11478022719935213,0,0.7469656067067113,0.8261633941554798,0.023556813933087728,0.07692307692307687,turnaround,0.44859365712568006,-0.6772510729023763,-0.5272523498544787,0.1177999630303528,0.1764052755554167,0,0,0,0,,none,0,0,,,,0
C0017,ПАО «Логист-Плюс-017»,Тюменская обл.,Розничная торговля,2025,2025-12-31,18747477,713393,0,13,0.03805274704430895,0,1.6682641965929017,1.09254639030227,0.027786535697527537,-0.0714285714285714,normal,-0.6744907594765952,-0.6632444307028537,0.06257567704474319,-0.2806332003895934,-2.0387546483274313,0,0,0,0,,none,0,0,,,,1
C0018,ПАО «Строй-Инжиниринг-018»,Республика Дагестан,Оптовая торговля,2023,2023-12-31,601464375,84984483,0,70,0.1412959545608998,0,1.0851449316930009,0.8936385912757485,,,normal,1.573723534986693,1.123882737243666,-0.6744907594765952,,,0,0,0,0,,none,0,0,,,,0
C0018,ПАО «Строй-Инжиниринг-018»,Республика Дагестан,Оптовая торговля,2024,2024-12-31,611895234,-19802802,0,64,-0.03236305971946825,,,2.756616022295546,0.017342438610765676,-0.08571428571428574,deterioration,-1.8007677127121628,1.0420284196451346,3.8020356131037323,-0.36886259890228157,-0.7082152974504254,1,1,0,1,4,critical,1,0,H4,risk,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,0
C0018,ПАО «Строй-Инжиниринг-018»,Республика Дагестан,Оптовая торговля,2025,2025-12-31,601499448,40561715,13087347,74,0.06743433453657965,0.322652703417496,1.6741508834130905,1.2439898233445723,-0.01698948679832335,0.15625,turnaround,0,0.5623167371099151,0.2664212907833694,-1.1396395806708326,2.1077836233643583,1,1,0,0,3,high,1,0,H4,risk,Повышенное финансовое давление по прокси-индикатору.,1
C0019,АО «Прогресс-Ко-019»,Республика Алтай,Гостиницы,2023,2023-12-31,359195147,-858971,73859092,118,-0.0023913769636759595,,,0.9636689970340467,,,normal,-3.234851792578524,-0.3126876161091148,1.6334325939691703,,,3,3,0,3,4,critical,1,0,H1,risk,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,0
C0019,АО «Прогресс-Ко-019»,Республика Алтай,Гостиницы,2024,2024-12-31,286580729,-610617,45565740,136,-0.0021306980484371647,,,0.7187235739935971,-0.20215868339668852,0.15254237288135597,loss_change,-2.4309140908495532,-0.6065932388319905,0.7671235444901947,-1.564393260698934,0.8802676013508113,3,3,0,2,4,critical,1,0,H1,risk,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,0
C0019,АО «Прогресс-Ко-019»,Республика Алтай,Гостиницы,2025,2025-12-31,339559645,-1616095,62274955,123,-0.0047593847614017856,,,0.9616038242353406,0.18486559157297688,-0.09558823529411764,loss_change,-3.544054981837722,-0.4521861726895391,2.0538646778075837,0.7916339974603025,-2.170603841158747,4,4,0,3,4,critical,1,0,H1,risk,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,1
C0020,АО «Техно-Пром-020»,Мурманская обл.,Производство хлебобулочных изделий,2023,2023-12-31,3196916149,711270426,0,678,0.22248641905183733,0,0.4875120943099636,0.5994600170427355,,,normal,0.6382970314013923,-0.22648219939415443,-0.8894786710474364,,,0,0,0,0,,none,0,0,,,,0
C0020,АО «Техно-Пром-020»,Мурманская обл.,Производство хлебобулочных изделий,2024,2024-12-31,2845634092,659804510,135163934,571,0.2318655486504482,0.20485451668100904,0.37699478592530383,0.545045336404718,-0.10988153602648654,-0.15781710914454272,normal,1.169253147473801,-0.16127121962031946,-1.4426911632405364,-1.5614651055486346,-1.7741030300883873,0,0,0,0,,none,0,0,,,,0
C0020,АО «Техно-Пром-020»,Мурманская обл.,Производство хлебобулочных изделий,2025,2025-12-31,2831992501,586503672,202554673,613,0.20709930262629606,0.34535959904442,0.6958328864478107,0.8317565478995095,-0.004793866870779651,0.0735551663747811,normal,0.20651294007730897,-0.2433958396410687,0.6389827700695503,-0.36943361612833353,0.8313430862615805,0,0,0,0,,none,0,0,,,,1
C0021,АО «Омега-Корп-021»,Республика Тыва,Производство металлоконструкций,2023,2023-12-31,56021603,9042436,0,12,0.16140980471408503,0,1.0263613698786478,0.8938092954736252,,,normal,-0.4762881770315897,-0.23353985204703623,0.4672438685771198,,,0,0,0,0,,none,0,0,,,,0
C0021,АО «Омега-Корп-021»,Республика Тыва,Производство металлоконструкций,2024,2024-12-31,69390867,17950430,0,12,0.2586857720051257,0,0.3136732657657783,0.4833965331241412,0.23864479565142038,0,normal,1.1952167905448297,-0.07711819739263887,-1.1930148124818656,0.8358002211490057,0,0,0,0,0,,none,0,0,,,,0
C0021,АО «Омега-Корп-021»,Республика Тыва,Производство металлоконструкций,2025,2025-12-31,75477728,15222887,0,12,0.2016871387543621,0,0.9249949763142825,0.8241845301482944,0.08771847453642567,0,normal,0.014929989225970476,0.03481748894790942,0.5824966648716163,0.5525746684814743,0,0,0,0,0,,none,0,0,,,,1
C0022,АО «Северный-Корп-022»,Рязанская обл.,Лесозаготовка,2023,2023-12-31,60735196,15339459,0,22,0.25256292907986994,0,0.5719249942256764,0.6958902485667032,,,normal,-0.2713766044133156,-0.3610953013364239,1.2777468152482099,,,0,0,0,0,,none,0,0,,,,0
C0022,АО «Северный-Корп-022»,Рязанская обл.,Лесозаготовка,2024,2024-12-31,72271724,22460900,10059022,21,0.3107840626577553,0.44784590109924355,0.5404788321037892,0.8948542396298498,0.18994798337359442,-0.045454545454545414,normal,0.24381680014795595,0.05030841942461964,2.0857710205624485,1.1764172350821922,-1.2861407649646874,0,0,0,0,,none,0,0,,,,0
C0022,АО «Северный-Корп-022»,Рязанская обл.,Лесозаготовка,2025,2025-12-31,76451770,22321713,0,24,0.29197117346007817,0,0.5193696827837541,0.5724044788827547,0.057837917357554725,0.1428571428571428,normal,0.1477875728830986,0.027758103694858483,-0.1555203300564772,0.15663840140080237,2.457035694353282,0,0,0,0,,none,0,0,,,,1
C0023,ПАО «Трейд-Пром-023»,Пензенская обл.,Управленческий консалтинг,2023,2023-12-31,24703722,12878261,3640888,3,0.5213085299454067,0.2827158107760046,0.149946720290884,0.4927599562313332,,,normal,0.6744907594765952,0.8865881313600863,0.061268744467227486,,,0,0,0,0,,none,0,0,,,,0
C0023,ПАО «Трейд-Пром-023»,Пензенская обл.,Управленческий консалтинг,2024,2024-12-31,22430886,8602566,0,4,0.38351432038841443,0,0.17446317761467917,0.3278468400395749,-0.09200378793122754,0.33333333333333326,normal,-1.3840083126409746,0.039485669344420514,-0.5328270874300899,-0.6367079735753556,2.7541706011960936,0,0,0,0,,none,0,0,,,,0
C0023,ПАО «Трейд-Пром-023»,Пензенская обл.,Управленческий консалтинг,2025,2025-12-31,21066257,11275693,0,3,0.5352490003326172,0,0.18401556338931896,0.28579406913578725,-0.06083705298132225,-0.25,normal,0.6791531390214859,0.594187615909647,-0.9895486711533976,-1.3153348211484033,-3.541076487252131,0,0,0,0,,none,0,0,,,,1
C0024,АО «Южный-Инжиниринг-024»,Ульяновская обл.,Транспортная логистика,2023,2023-12-31,21453013550,4663817247,0,2944,0.2173968350008337,0,0.7028938769221031,0.6620280525630191,,,normal,-0.6673988465284607,-0.03990932625135677,0.012999757758084858,,,0,0,0,0,,none,0,0,,,,0
C0024,АО «Южный-Инжиниринг-024»,Ульяновская обл.,Транспортная логистика,2024,2024-12-31,17780538446,5232940141,0,2873,0.2943071806791784,0,0.4518185867396873,0.5007361308190833,-0.17118691019518795,-0.024116847826086918,normal,1.0812327651897977,-0.013614651154421184,-0.8974276635715748,-1.1403980647705887,-0.2355851111271557,0,0,0,0,,none,0,0,,,,0
C0024,АО «Южный-Инжиниринг-024»,Ульяновская обл.,Транспортная логистика,2025,2025-12-31,19181878497,3276524947,957452197,3055,0.17081355965800954,0.29221575067714567,0.7456690629616622,0.8724084756934507,0.07881313916650545,0.06334841628959276,normal,-1.0586587183027196,-0.09413689026769158,1.0194017303896779,0.8165523423132103,0.9905526727991801,0,0,0,0,,none,0,0,,,,1
C0025,АО «Вектор-Ко-025»,Республика Коми,Транспортная логистика,2023,2023-12-31,3326705202,1167049037,490069597,392,0.35081228005967446,0.4199220268068307,0.45386926187918186,0.8329391570073768,,,normal,1.4331829586446057,0.1085764976517118,0.9556177270231049,,,0,0,0,0,,none,0,0,,,,0
C0025,АО «Вектор-Ко-025»,Республика Коми,Транспортная логистика,2024,2024-12-31,3256331085,858935490,250051818,432,0.26377400441761284,0.2911182747845243,0.5425627295945123,0.6999398400782209,-0.02115429914189315,0.1020408163265305,normal,0.26773711424458974,0.21377277005569675,0.013865335787956722,-0.39059857123390823,0.9967843736107311,0,0,0,0,,none,0,0,,,,0
C0025,АО «Вектор-Ко-025»,Республика Коми,Транспортная логистика,2025,2025-12-31,3055020136,624005958,0,454,0.20425592311055066,0,0.5428627173460417,0.6005755997773153,-0.0618214007559984,0.05092592592592582,normal,-0.6854862939700593,-0.027530110495635075,-0.12393856499320306,-0.5603248161722252,0.7963073900710324,0,0,0,0,,none,0,0,,,,1
C0026,АО «Техно-Маркет-026»,Нижегородская обл.,Разработка ПО,2023,2023-12-31,327082455,171688716,0,88,0.5249095858718561,0,0.3353124150570268,0.39454487657601023,,,normal,0.6744907594765952,-0.18677018256824307,-0.3392950258437041,,,0,0,0,0,,none,0,0,,,,0
