company_id,year,net_margin,gross_margin,operating_margin,rev_per_emp,profit_per_emp,payroll_per_emp,tax_to_profit,payout_ratio,financial_pressure_ratio,company_age
C0016,2024,0.17378314146671323,0.35364334762184313,0.22764723944785023,28028444.82485876,4870871.192090396,829612.6440677966,0.43292471093243484,0.26018573080908536,0.6968801188556376,9
C0016,2025,0.10279412039085896,0.29828064033431767,0.13145277625979637,21793409.988764044,2240234.4101123596,792976.4943820224,0.6641876047657282,0,0.7881921012956767,10
C0017,2023,-0.018799852823922745,0.08218466355469058,-0.021318590586488363,1370833.1538461538,-25771.46153846154,1144944.1538461538,,,2.9147957905201354,8
C0017,2024,0.11478022719935213,0.2602887739696314,0.13098459905421045,1302902.357142857,149547.42857142858,620316.7142857143,0.7469656067067113,0,0.8261633941554798,9
C0017,2025,0.03805274704430895,0.21157268255349773,0.04390174741913272,1442113.6153846155,54876.38461538462,895743.4615384615,1.6682641965929017,0,1.09254639030227,10
C0018,2023,0.1412959545608998,0.2896310375822342,0.18413215412799802,8592348.214285715,1214064.0428571429,621937.7857142857,1.0851449316930009,0,0.8936385912757485,5
C0018,2024,-0.03236305971946825,0.10716656603342657,-0.0411148471210351,9560863.03125,-309418.78125,1017974.578125,,,2.756616022295546,6
C0018,2025,0.06743433453657965,0.2207972915712468,0.0807808289127474,8128370.918918919,548131.2837837838,1086181.1081081082,1.6741508834130905,0.322652703417496,1.2439898233445723,7
C0019,2023,-0.0023913769636759595,0.5017243036415523,0.3305426729498659,3044026.6694915253,-7279.4152542372885,628458.9576271187,,,0.9636689970340467,5
C0019,2024,-0.0021306980484371647,0.501588883877813,0.3788679000813066,2107211.242647059,-4489.830882352941,755475.6544117647,,,0.7187235739935971,6
C0019,2025,-0.0047593847614017856,0.4327243509752167,0.322439973690042,2760647.5203252034,-13138.983739837398,1109363.7642276422,,,0.9616038242353406,7
C0020,2023,0.22248641905183733,0.3536203376349487,0.25010390411712985,4715215.55899705,1049071.424778761,955740.8333333334,0.4875120943099636,0,0.5994600170427355,4
C0020,2024,0.2318655486504482,0.4041380440419604,0.3187752956538588,4983597.359019265,1155524.5359019265,1165352.332749562,0.37699478592530383,0.20485451668100904,0.545045336404718,5
C0020,2025,0.20709930262629606,0.44039161670082405,0.28972324351504347,4619889.887438825,956775.9738988581,607895.8564437194,0.6958328864478107,0.34535959904442,0.8317565478995095,6
C0021,2023,0.16140980471408503,0.29978415647977796,0.19749907906062594,4668466.916666667,753536.3333333334,877647.8333333334,1.0263613698786478,0,0.8938092954736252,5
C0021,2024,0.2586857720051257,0.4357667558758129,0.30626142774668025,5782572.25,1495869.1666666667,1013191.1666666666,0.3136732657657783,0,0.4833965331241412,6
C0021,2025,0.2016871387543621,0.36199298420853365,0.25020355673663097,6289810.666666667,1268573.9166666667,1187557.9166666667,0.9249949763142825,0,0.8241845301482944,7
C0022,2023,0.25256292907986994,0.4694488019763697,0.28721101023531725,2760690.727272727,697248.1363636364,712647.1818181818,0.5719249942256764,0,0.6958902485667032,2
C0022,2024,0.3107840626577553,0.4512303594694932,0.35460053505849676,3441510.6666666665,1069566.6666666667,1117822.5714285714,0.5404788321037892,0.44784590109924355,0.8948542396298498,3
C0022,2025,0.29197117346007817,0.5182616962301854,0.37324735581661483,3185490.4166666665,930071.375,562219.625,0.5193696827837541,0,0.5724044788827547,4
C0023,2023,0.5213085299454067,0.7560885764501398,0.6090690706444964,8234574,4292753.666666667,564728,0.149946720290884,0.2827158107760046,0.4927599562313332,1
C0023,2024,0.38351432038841443,0.7010468512032918,0.5381199833122954,5607721.5,2150641.5,1342997,0.17446317761467917,0,0.3278468400395749,2
C0023,2025,0.5352490003326172,0.786644205470388,0.6603201033766938,7022085.666666667,3758564.3333333335,1063311.6666666667,0.18401556338931896,0,0.28579406913578725,3
C0024,2023,0.2173968350008337,0.45800077653892124,0.3075983185588395,7287029.059103261,1584177.054008152,888870.0397418478,0.7028938769221031,0,0.6620280525630191,11
C0024,2024,0.2943071806791784,0.5709570143689224,0.41803166257162067,6188840.391924817,1821420.1674208145,588506.8548555517,0.4518185867396873,0,0.5007361308190833,12
C0024,2025,0.17081355965800954,0.37104782365883215,0.22462735694389274,6278847.298527005,1072512.2576104747,952006.2572831424,0.7456690629616622,0.29221575067714567,0.8724084756934507,13
C0025,2023,0.35081228005967446,0.5019046749306764,0.3903853323760787,8486492.862244898,2977165.910714286,1028525.237244898,0.45386926187918186,0.4199220268068307,0.8329391570073768,11
C0025,2024,0.26377400441761284,0.4734002292030449,0.36195192541362853,7537803.4375,1988276.5972222222,745998.9189814815,0.5425627295945123,0.2911182747845243,0.6999398400782209,12
C0025,2025,0.20425592311055066,0.4408328151850846,0.28696230825759766,6729119.242290749,1374462.462555066,1279385.4008810574,0.5428627173460417,0,0.6005755997773153,13
C0026,2023,0.5249095858718561,0.793053913576624,0.6561672560516889,3716846.0795454546,1951008.1363636365,845950.0795454546,0.3353124150570268,0,0.39454487657601023,0
C0026,2024,0.40630303050438116,0.6717486069694443,0.5781822010958431,3841942.8764044945,1560993.0337078653,1314242.3258426967,0.3084518368385207,0,0.32585303441603086,1
C0026,2025,0.44315574863187096,0.732231328204284,0.5655169527251319,4461370.04,1977081.78,1133528.28,0.15474316899526533,0.4613407797425557,0.6005417988336321,2
C0027,2023,0.3515488396440014,0.5668982547380426,0.39482166222088827,4127511.1764705884,1451021.7647058824,676108,0.2840868321187058,0,0.47971040029447476,2
C0027,2024,0.15751404141138234,0.34234503392816507,0.2062950738404423,4579714.684210527,721369.3684210526,538921.5263157894,0.4369860013316778,0.3105076908552141,0.7413302000076606,3
C0027,2025,0.42512437409214193,0.5964497861578181,0.5138891047112676,4138935.263157895,1759562.2631578948,674058.5789473684,0.38862611254120827,0,0.41541655315630166,4
C0028,2023,0.28967804067808045,0.4700379529279398,0.3497176049588263,1745039.9375,505499.75,728692.3125,0.2853819413362717,0.3328111190955089,0.6369641017513273,1
C0028,2024,0.22702497025280854,0.4491402078331501,0.2765376814235126,1782836.375,404748.375,1250354.4375,0.7709550717776199,0.22575507560715963,0.8880982174691396,2
C0028,2025,0.17652519679067155,0.37736281069087435,0.2521610701413698,1598243.6666666667,282130.27777777775,1110702.0555555555,0.4032427887431831,0.4160024574935338,0.7150126117814294,3
C0029,2023,0.33779626728492845,0.4958491429384017,0.38928735478872356,2976760.8260869565,1005538.695652174,732038.0434782609,0.3076719854683127,0.20000938281405728,0.5607646262688204,2
C0029,2024,0.3036467920131496,0.527330008946715,0.41937386865667503,3433023.8095238097,1042426.6666666666,1279718.0952380951,0.543185817341953,0.2984272503352982,0.6893392036092423,3
C0029,2025,0.24021222292784553,0.40129112125951555,0.3100147900266422,2782859.8571428573,668476.9523809524,840093.9523809524,0.7395884147731417,0.46886426116055147,0.9508344805248079,4
C0030,2023,0.040198457304510965,0.19372233516809326,0.04852924242685104,6429952.851851852,258474.1851851852,799832.4444444445,2.890793449822269,0.4013102246903946,1.4326204642451235,5
C0030,2024,0.14318217932512164,0.26247658914460764,0.16845216053193118,6621737.357142857,948114.7857142857,778572,0.9401469397127699,0,0.8710747006874223,6
C0030,2025,0.07517038851256595,0.2645126738407206,0.1038429495716939,6641712,499260.0714285714,1188831.0357142857,1.4899534182084602,0,1.0308394589273018,7
C0031,2023,0.4701604424547803,0.7943964234563677,0.6406828656356602,16735766.75,7868495.5,536420,0.37618827512832664,0,0.4161428651239383,2
C0031,2024,0.550398289460271,0.8328837032534177,0.7306231833322456,11822607.6,6507143,1012802,0.1562911403668246,0,0.2260614483167279,3
C0031,2025,0.4542834471030591,0.6699125829103637,0.5726860323772134,14828725.2,6736444.4,625581.6,0.38784700724316823,0.261125438814577,0.5852166393113168,4
C0032,2023,0.3555156885750644,0.5935490745973132,0.44884387935281084,3308319.7844827585,1176159.5862068965,1171312.3793103448,0.4835382120910873,0,0.5334194411527332,15
C0032,2024,0.23612773452320915,0.42606129819824673,0.31242395118894795,3120239.8046875,736775.15625,785655.0390625,0.4971810429784697,0.3038594075830037,0.7106611540223585,16
C0032,2025,0.34284446337304086,0.5892396363991246,0.4261009468379416,4483048.406504065,1536988.325203252,1248696.3577235772,0.45986044167761214,0,0.5444292544117626,17
C0033,2023,0.23254277399592227,0.40494423371147525,0.3026182126922516,1910988.75,444386.625,724080.125,0.6985763804209904,0,0.6538552430876319,5
C0033,2024,0.22379982542915333,0.4174109010167663,0.27087107278420397,1989641.111111111,445281.3333333333,922310.1111111111,0.5002954436795514,0,0.6193078823800608,6
C0033,2025,0.14460969933959938,0.3726239397103571,0.19762170719421046,1768184.3,255696.6,673115,0.7641947526873646,0,0.7662207805571922,7
C0034,2023,0.1868348383883883,0.3656792837650975,0.22271416768577873,2212056.4,413289.2,1053177.75,0.7614838471462598,0,0.7800191048817707,2
C0034,2024,0.22496139947189642,0.42482586204608763,0.25408537711107626,2034792.0476190476,457749.6666666667,965723.3333333334,0.3127681661727563,0.2552039516712347,0.7026697621196802,3
C0034,2025,0.15971903626541584,0.3613619765267643,0.19631208921719448,2452970.6315789474,391786.1052631579,625490.6315789474,0.45858199210740125,0.27113572712070605,0.7792731844038486,4
C0035,2023,0.5085354131635855,0.7622803789514395,0.6678028156589164,10593204.25,5387019.5,1144671,0.16696540174023874,0,0.2353272992508011,1
C0035,2024,0.5526058986458854,0.8471426811596183,0.7095521229824221,9759226.666666666,5393006.222222222,906101.5555555555,0.14731637205190196,0.2614248379629782,0.42904621610322574,2
C0035,2025,0.47084604871833324,0.675077315548275,0.5639213083666993,10918495.222222222,5140930.333333333,758722.6666666666,0.3321107055136778,0.45995583203239065,0.7170992056131908,3
C0036,2023,0.5958111060913929,0.8105053012104281,0.726746037581937,7561292,4505101.75,967871.25,0.18668396335332493,0.28442326524589595,0.44965798748455416,8
C0036,2024,0.5227712314759486,0.8093369008663517,0.6566402221069512,12431248.333333334,6498699,830551.3333333334,0.17996545667576438,0,0.30491312320587305,9
C0036,2025,0.5777983649615717,0.7824827281037997,0.6707797841547589,11979045.666666666,6921473,1153418.3333333333,0.14288957470950667,0,0.24826657459521342,10
C0037,2023,0.6511323955826622,0.8508976653598435,0.7558782041681213,9060560.39591078,5899624.395910781,1176973.881040892,0.23691194914691066,0.21259384723762856,0.4556449770677401,1
C0037,2024,0.4801943619626746,0.7637548602545616,0.6846311476189465,7631643.961038961,3664672.4025974027,869791.9387755102,0.3582218736771114,0,0.3288225709272265,2
C0037,2025,0.42899202951526855,0.7333676804845497,0.6042016147330578,7648297.7864238415,3281058.7897350993,1067725.6390728478,0.29647727604268054,0.25263388959472377,0.49733631414844,3
C0038,2023,0.3368594007332257,0.4903410667600681,0.39799978459625257,4000079.5466321246,1347464.3989637305,976082.0155440414,0.35830816590080616,0,0.4344746354096966,4
C0038,2024,0.2192372470349837,0.396275107292079,0.24807468189151122,4420835.94591029,969211.9023746701,1026201.0699208443,0.8330954232213545,0.3632737204915265,1.0358690095646736,5
C0038,2025,0.24123075394017132,0.4139163938547994,0.2854532201407809,4313684.743686869,1040593.4229797979,881071.3042929292,0.40521000139160346,0,0.5465168599559442,6
C0039,2023,0.313679849517681,0.5338309689194315,0.3852713552765133,19267512.75,6043830.5,1152811.75,0.5452769977582925,0,0.598695165423099,5
C0039,2024,0.28228916783807495,0.5294833537509832,0.38295052223910725,14741657.4,4161410.2,680637,0.44635037420728196,0.42371766186375953,0.7406155653408968,6
C0039,2025,0.22559073820905295,0.4405695439390828,0.2727914901753492,16719047.2,3771662.2,668446,0.3215757763248257,0,0.5454815791084949,7
C0040,2023,0.1243110220324524,0.27625472175120863,0.15318079837194679,1529384.9,190119.4,681984.2,0.7816530033231748,0,0.7972425075704178,4
C0040,2024,0.06320327602958502,0.201487927873744,0.07595277004721093,1608801.1,101681.5,1402398.2,2.1374261788034206,0,1.2935141938708146,5
C0040,2025,0.08506961224624292,0.24219810184705118,0.10721136495872384,1931635.7,164323.5,908694.2,0.8694921907091804,0,0.8627404542379475,6
C0041,2023,0.24657709554169704,0.4051194154808632,0.3053516244743151,1704143.2608695652,420202.6956521739,853631.5217391305,0.4379111240517258,0.45271257287631994,0.7883482825343895,15
C0041,2024,0.07119830459613526,0.22558669630965272,0.09241674962655805,1744107.5416666667,124177.5,1083399.5833333333,1.2493769000020132,0,0.9846478865930743,16
C0041,2025,0.19489087817474238,0.3650068233040651,0.24164970641768327,1502096.2222222222,292744.85185185185,783144.4074074074,0.41555375424257074,0,0.5598381726943781,17
C0042,2023,0.24445579443347695,0.4269653910313328,0.2921769729343296,12643673.5,3090819.25,870190.25,0.28032405971329444,0.3633970993289239,0.6842469941618006,0
C0042,2024,0.1434480675158373,0.3282828590405188,0.20359757941897122,10837398,1554603.8,1084790.8,0.9610053699855873,0,0.7997360678094921,1
C0042,2025,0.21540923298005055,0.347160362298597,0.24405070710764762,10909145.2,2349930.6,901267.6,0.5302290203804316,0.17268441885049712,0.7331588730401601,2
C0043,2023,0.26134815932592326,0.4759779493562877,0.3492200731686178,9650366.8,2522105.6,1228936.2,0.28918995302972245,0,0.42509771383564865,1
C0043,2024,0.29334927409242956,0.5026862242163482,0.3507264940718534,10485908,3076033.5,862324.25,0.3500233336210415,0,0.5065561949198097,2
C0043,2025,0.2391287928153618,0.45065583237078555,0.2836799312536058,9343908.25,2234397.5,1217630.25,0.4748509385639753,0.2898002705427302,0.7762598341073884,3
C0044,2023,0.32861753557924384,0.4712629916248591,0.3779758626284575,16973958.66125541,5577940.464285715,1049273.6764069265,0.42368754054566815,0.2350740348908074,0.6573139413782393,11
C0044,2024,0.23724103566845567,0.45570806208782594,0.29967980031162367,23743938.768352367,5633036.624252311,793623.6802610115,0.6123805703093167,0,0.6611909851214227,12
C0044,2025,0.32514676955578,0.49948674031232265,0.40423248747741614,21363710.658304065,6946341.506271952,1066445.7752132465,0.20322504583511725,0,0.3229960016158612,13
C0045,2023,0.19818711614890952,0.4294945530912905,0.27309386793343576,9790833.777777778,1940417.111111111,745906.8888888889,0.6869249303443006,0.1542233130402547,0.7522922641100029,0
C0045,2024,0.3400635188120086,0.5585043796287479,0.42754051389172776,7282409.5,2476481.8,937224.3,0.5289889875225411,0.4741287822103114,0.8452711232256349,1
C0045,2025,0.22710117255692855,0.41572222676031806,0.29266579062767584,8043021,1826579.5,729213.5,0.6378015301277606,0,0.6444252778375426,2
C0046,2023,0.21807694220374388,0.4543909281334361,0.31045631584940503,1559094.0666666667,340002.4666666667,1237352.1333333333,0.7110934685375812,0.3692406545285848,0.8352512141026086,2
C0046,2024,0.12223820243131606,0.3164524701371998,0.140613460019079,1137190.9411764706,139008.17647058822,855441.6470588235,1.098703884959793,0,0.9800606008398204,3
C0046,2025,0.07304237657453419,0.28144453256935453,0.09795566435277309,1188227.2352941176,86790.94117647059,736712.8823529412,2.122695781478956,0,1.2028502019562928,4
C0047,2023,0.026085552497890577,0.14381803185352318,0.03517723569414187,11622179.764705881,303170.98039215687,623999.2941176471,3.436602525462885,0,1.3787316457902787,2
C0047,2024,0.1429420391985389,0.3270776770174018,0.19853745420454527,10276183.581818182,1468898.6363636365,493787.54545454547,0.8830483197522448,0,0.778912681147394,3
C0047,2025,0.11021632456238054,0.2655195637087687,0.1294973692149941,10930133.241935484,1204679.1129032257,728401.6290322581,1.6237883050238047,0,1.1863162508295186,4
C0048,2023,0.07224688832703281,0.2075836575010235,0.0864643501966466,18312568.545695364,1323026.0947019868,1132828.566887417,1.6375857459260528,0,1.1534134464080181,11
C0048,2024,0.076576563476495,0.2479263069415998,0.09175293603296412,19210732.881971467,1471091.9059662775,1091363.715304799,0.9593304517020879,0.23113097989961548,0.9976142481332708,12
C0048,2025,0.11569275930546495,0.2756144361123936,0.13823150852746108,15833089.328089887,1831773.7926966292,806747.447752809,1.5079899967077746,0.2052801073395381,1.2176280680046583,13
C0049,2023,0.3188392307393804,0.5457101664470668,0.40700361970950805,7095228.666666667,2262237.25,1299676.9166666667,0.464002504600258,0.40434835765641586,0.7615230450570398,2
C0049,2024,0.22285460149648204,0.4030929064620388,0.2614010495049896,6669842.833333333,1486405.1666666667,844495.8333333334,0.2765581748628206,0,0.5044100641494308,3
C0049,2025,0.2878052887212629,0.5248747938647828,0.383134591859024,6890268.153846154,1983055.6153846155,774098.6923076923,0.5846218751070367,0,0.5906122244528406,4
C0050,2023,0.33239696127714674,0.49147862749528587,0.3935695520775731,63255127,21025812,1290824,0.4668946911539017,0,0.5149836388279759,0
C0050,2024,0.18812537929255949,0.4232957415350625,0.2642717572961238,32839920.5,6178022.5,871104,0.3426082536928281,0,0.5279459961095601,1
C0050,2025,0.33882912922089503,0.5478726888000953,0.38732620174296856,41614233.5,14100114.5,855788.5,0.36381374775360864,0,0.5180349161566438,2
C0051,2023,0.4692016484156406,0.6897341815318311,0.5367549031664002,10661125.314285714,5002217.571428572,831447.2285714286,0.3040680843179181,0.26244349398979416,0.6071722352861656,5
C0051,2024,0.4714168063310612,0.8086840449916334,0.6270465142775835,7522596.523809524,3546278.4285714286,956335.8095238095,0.28796970753256595,0,0.39247873446350184,6
C0051,2025,0.4190363665806826,0.6392364413807987,0.515329295168564,9550911.674418604,4002179.3255813955,763668.7209302326,0.4704443848038119,0.17348831532838524,0.6159510624075412,7
C0052,2023,0.2827450225894988,0.4472272054873805,0.3522424283086258,14408995.683257919,4074071.8099547513,1054538.819004525,0.5447588200613599,0,0.556792205410364,3
C0052,2024,0.14472970435178772,0.38159916717781583,0.19814015388647807,13970120.282608695,2021891.3782608695,908399.9869565218,0.7072871632804374,0,0.7490175553542099,4
C0052,2025,0.13755178637719337,0.32261879536714433,0.1768041686037695,12269322.476635514,1687667.2242990655,1118350.5887850467,0.43808236423541286,0,0.6387527369872723,5
C0053,2023,0.3167018007962331,0.5276447215606209,0.37569274370000066,2674296.8181818184,846954.6181818182,819445.3454545455,0.4123593055452751,0,0.535487044513969,5
C0053,2024,0.42578493807346296,0.5769191966345222,0.4871061445622975,3347329.407407407,1425242.4444444445,691630.0370370371,0.39521721658480147,0,0.44736003181542755,6
C0053,2025,0.12284605778697637,0.3470210953397582,0.16953123037755022,3117645.7627118644,382990.4915254237,1211196.8983050848,1.554858179202484,0,1.061889515201615,7
C0054,2023,0.19687494734953787,0.4201551847750924,0.24568197120906066,3173140.3846153845,624711.8461538461,757342,0.6377607448307859,0.49837512778199033,0.947625825162009,0
C0054,2024,0.286456563485665,0.49350684195626726,0.36005290958574954,2918592.846153846,836050.0769230769,742855.7692307692,0.4261569352075064,0.2761373053564789,0.6780670471594102,1
C0054,2025,0.2367567974105749,0.46961901831482145,0.31742293253168896,3938087.1818181816,932368.9090909091,1380310.6363636365,0.5763376143153637,0,0.6146427685392127,2
C0055,2023,0.28405020179317547,0.4322753372676504,0.3534174176610828,1756771.7272727273,499011.36363636365,1025635.1818181818,0.26672210962585113,0.36614414865757294,0.5982846710959479,8
C0055,2024,0.14231830468788437,0.3287278181645159,0.1948828881389265,2410609.8,343073.9,1265007.7,1.0783417217106868,0,0.8740139405843638,9
C0055,2025,0.22248908278511595,0.4385422637403269,0.26988570796650674,2153812.727272727,479199.8181818182,904601,0.28841773729615167,0,0.5309097271903135,10
C0056,2023,0.24119504649773144,0.4006560888018884,0.31334886050166355,6020986.911227154,1452232.218015666,1230188.719321149,0.3537252063544466,0,0.4308532946810208,1
C0056,2024,0.2839529877170367,0.43142808938603044,0.3570618726382548,6302926.67030303,1789734.8593939394,1029997.9563636364,0.5903311052082508,0.3224805977507585,0.7731574165714562,2
C0056,2025,0.23093494972393783,0.3981870917032623,0.2681892542620527,6854562.5491480995,1582958.0576671036,1084159.5779816513,0.31904399716019166,0.23773474555365637,0.6493869685506706,3
C0057,2023,0.10722340999614471,0.26503682879498747,0.13346523969261329,3702094.6315789474,396951.2105263158,780057.4210526316,1.646187991020506,0,1.1624100710645173,8
C0057,2024,0.03693126372882918,0.1733502055807023,0.043001393677023214,3987174.388888889,147251.38888888888,1196172.0555555555,5.147125192178908,0,1.8485045849695307,9
C0057,2025,0.2333988012697672,0.36702557968156835,0.26707566692108364,3921633.761904762,915304.619047619,889625.4761904762,0.6578226858328767,0,0.690646519247679,10
C0058,2023,0.31121485465228244,0.5179732322445079,0.40512397101982683,3535090.984962406,1100172.8270676692,647594.2330827068,0.5330374750553546,0.42368399316290606,0.7926957771924494,0
