company_id,company_name,year,region,okved_section,hypothesis_code,metric,value,zscore,interpretation,interpretation_reason,criticality,criticality_score,net_profit,dividends_paid,headcount,payout_ratio,tax_to_profit,financial_pressure_ratio,rev_growth,emp_growth
C0018,ПАО «Строй-Инжиниринг-018»,2025,Республика Дагестан,Оптовая торговля,H4,financial_pressure_ratio,1.2439898233445723,0.2664212907833694,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,40561715,13087347,74,0.322652703417496,1.6741508834130905,1.2439898233445723,-0.01698948679832335,0.15625
C0019,АО «Прогресс-Ко-019»,2023,Республика Алтай,Гостиницы,H1,dividends_paid,73859092,,risk,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,critical,4,-858971,73859092,118,,,0.9636689970340467,,
C0019,АО «Прогресс-Ко-019»,2023,Республика Алтай,Гостиницы,H3,net_margin,-0.0023913769636759595,-3.234851792578524,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,-858971,73859092,118,,,0.9636689970340467,,
C0019,АО «Прогресс-Ко-019»,2023,Республика Алтай,Гостиницы,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H1(div_at_loss), H3(-3.2). Многомерная аномалия.",critical,4,-858971,73859092,118,,,0.9636689970340467,,
C0019,АО «Прогресс-Ко-019»,2024,Республика Алтай,Гостиницы,H1,dividends_paid,45565740,,risk,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,critical,4,-610617,45565740,136,,,0.7187235739935971,-0.20215868339668852,0.15254237288135597
C0019,АО «Прогресс-Ко-019»,2024,Республика Алтай,Гостиницы,H3,net_margin,-0.0021306980484371647,-2.4309140908495532,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,-610617,45565740,136,,,0.7187235739935971,-0.20215868339668852,0.15254237288135597
C0019,АО «Прогресс-Ко-019»,2024,Республика Алтай,Гостиницы,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H1(div_at_loss), H3(-2.4). Многомерная аномалия.",critical,4,-610617,45565740,136,,,0.7187235739935971,-0.20215868339668852,0.15254237288135597
C0019,АО «Прогресс-Ко-019»,2025,Республика Алтай,Гостиницы,H1,dividends_paid,62274955,,risk,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,critical,4,-1616095,62274955,123,,,0.9616038242353406,0.18486559157297688,-0.09558823529411764
C0019,АО «Прогресс-Ко-019»,2025,Республика Алтай,Гостиницы,H2,rev_growth,0.18486559157297688,-0.4521861726895391,risk,Рост выручки при сокращении штата без роста производительности.,high,3,-1616095,62274955,123,,,0.9616038242353406,0.18486559157297688,-0.09558823529411764
C0019,АО «Прогресс-Ко-019»,2025,Республика Алтай,Гостиницы,H3,net_margin,-0.0047593847614017856,-3.544054981837722,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,-1616095,62274955,123,,,0.9616038242353406,0.18486559157297688,-0.09558823529411764
C0019,АО «Прогресс-Ко-019»,2025,Республика Алтай,Гостиницы,H6,multi_flags,3,,risk,"Сработало 3 флагов (рисковых: 3): H1(div_at_loss), H2(risk), H3(-3.5). Многомерная аномалия.",critical,4,-1616095,62274955,123,,,0.9616038242353406,0.18486559157297688,-0.09558823529411764
C0030,ООО «Инвест-Трейд-030»,2023,Пермский край,Оптовая торговля,H4,financial_pressure_ratio,1.4326204642451235,0.8961305415825312,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,6978803,2800665,27,0.4013102246903946,2.890793449822269,1.4326204642451235,,
C0036,АО «Альфа-Корп-036»,2024,Костромская обл.,IT-консалтинг,H2,rev_growth,0.23304803597057222,1.2029144088127455,risk,Рост выручки при сокращении штата без роста производительности.,high,3,19496097,0,3,0,0.17996545667576438,0.30491312320587305,0.23304803597057222,-0.25
C0037,ООО «Инвест-Групп-037»,2023,Республика Ингушетия,Разработка ПО,H3,net_margin,0.6511323955826622,3.2141092062453582,economic_signal,Маржа существенно выше отрасли. Высокая эффективность или ценовое преимущество.,medium,2,3173997925,674772430,538,0.21259384723762856,0.23691194914691066,0.4556449770677401,,
C0040,ПАО «Партнёр-Торг-040»,2024,Курская обл.,Оптовая торговля,H4,financial_pressure_ratio,1.2935141938708146,0.17316873182259854,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,1016815,0,10,0,2.1374261788034206,1.2935141938708146,0.05192688903885467,0
C0041,ПАО «Инвест-Холдинг-041»,2024,Костромская обл.,Производство пластмасс,H3,net_margin,0.07119830459613526,-2.5450401315537325,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,2980260,0,24,0,1.2493769000020132,0.9846478865930743,0.06794912501615302,0.04347826086956519
C0046,ООО «Атлас-Корп-046»,2025,Брянская обл.,Производство пластмасс,H3,net_margin,0.07304237657453419,-2.260034793058812,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,1475446,0,17,0,2.122695781478956,1.2028502019562928,0.04487926545110166,0
C0046,ООО «Атлас-Корп-046»,2025,Брянская обл.,Производство пластмасс,H4,financial_pressure_ratio,1.2028502019562928,1.6525763656138597,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,1475446,0,17,0,2.122695781478956,1.2028502019562928,0.04487926545110166,0
C0046,ООО «Атлас-Корп-046»,2025,Брянская обл.,Производство пластмасс,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-2.3), H4(fpr=1.20). Многомерная аномалия.",critical,4,1475446,0,17,0,2.122695781478956,1.2028502019562928,0.04487926545110166,0
C0047,ПАО «Вектор-Групп-047»,2023,Сахалинская обл.,Розничная торговля,H4,financial_pressure_ratio,1.3787316457902787,0.5695228101408226,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,15461720,0,51,0,3.436602525462885,1.3787316457902787,,
C0048,АО «Промт-Ко-048»,2023,Республика Хакасия,IT-консалтинг,H3,net_margin,0.07224688832703281,-5.64966451983831,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,1997769403,0,1510,0,1.6375857459260528,1.1534134464080181,,
C0048,АО «Промт-Ко-048»,2024,Республика Хакасия,IT-консалтинг,H3,net_margin,0.076576563476495,-4.376437936955838,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,2268423719,524302997,1542,0.23113097989961548,0.9593304517020879,0.9976142481332708,0.07127777853996564,0.02119205298013238
C0048,АО «Промт-Ко-048»,2025,Республика Хакасия,IT-консалтинг,H3,net_margin,0.11569275930546495,-4.696731420039048,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,3260557351,669327563,1780,0.2052801073395381,1.5079899967077746,1.2176280680046583,-0.04861268357622317,0.1543450064850842
C0048,АО «Промт-Ко-048»,2025,Республика Хакасия,IT-консалтинг,H4,financial_pressure_ratio,1.2176280680046583,6.905597288142472,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,3260557351,669327563,1780,0.2052801073395381,1.5079899967077746,1.2176280680046583,-0.04861268357622317,0.1543450064850842
C0048,АО «Промт-Ко-048»,2025,Республика Хакасия,IT-консалтинг,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-4.7), H4(fpr=1.22). Многомерная аномалия.",critical,4,3260557351,669327563,1780,0.2052801073395381,1.5079899967077746,1.2176280680046583,-0.04861268357622317,0.1543450064850842
C0050,АО «Трейд-Инвест-050»,2023,Республика Крым,Гостиницы,H5,rev_per_emp,63255127,13.691355624160003,risk,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,critical,4,21025812,0,1,0,0.4668946911539017,0.5149836388279759,,
C0050,АО «Трейд-Инвест-050»,2024,Республика Крым,Гостиницы,H5,rev_per_emp,32839920.5,5.055257385957248,risk,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,critical,4,12356045,0,2,0,0.3426082536928281,0.5279459961095601,0.038332292021166836,1
C0050,АО «Трейд-Инвест-050»,2025,Республика Крым,Гостиницы,H5,rev_per_emp,41614233.5,6.821334279422737,risk,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,critical,4,28200229,0,2,0,0.36381374775360864,0.5180349161566438,0.2671843556990341,0
C0052,ПАО «Южный-Плюс-052»,2023,Кировская обл.,Производство хлебобулочных изделий,H3,net_margin,0.2827450225894988,2.22374878832278,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,900369870,0,221,0,0.5447588200613599,0.556792205410364,,
C0053,ПАО «Партнёр-Инжиниринг-053»,2025,Республика Северная Осетия,Строительство зданий,H3,net_margin,0.12284605778697637,-2.2519108826363787,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,22596439,0,59,0,1.554858179202484,1.061889515201615,0.01762218535430793,0.09259259259259256
C0055,АО «Техно-Групп-055»,2023,Вологодская обл.,Производство алкогольных напитков,H3,net_margin,0.28405020179317547,3.1954774667857504,economic_signal,Маржа существенно выше отрасли. Высокая эффективность или ценовое преимущество.,medium,2,5489125,2009811,11,0.36614414865757294,0.26672210962585113,0.5982846710959479,,
C0055,АО «Техно-Групп-055»,2024,Вологодская обл.,Производство алкогольных напитков,H2,rev_growth,0.2474377977083897,-0.49437537589847885,risk,Рост выручки при сокращении штата без роста производительности.,high,3,3430739,0,10,0,1.0783417217106868,0.8740139405843638,0.2474377977083897,-0.09090909090909094
C0057,ООО «Ресурс-Холдинг-057»,2024,Смоленская обл.,Розничная торговля,H4,financial_pressure_ratio,1.8485045849695307,2.658475048605781,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,2650525,0,18,0,5.147125192178908,1.8485045849695307,0.02032051613227548,-0.052631578947368474
C0057,ООО «Ресурс-Холдинг-057»,2025,Смоленская обл.,Розничная торговля,H3,net_margin,0.2333988012697672,2.8728328178120526,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,19221397,0,21,0,0.6578226858328767,0.690646519247679,0.1474891596511978,0.16666666666666674
C0060,АО «Атлас-Логистик-060»,2024,Мурманская обл.,Гостиницы,H2,rev_growth,0.1764183350624957,-0.3043974632514244,risk,Рост выручки при сокращении штата без роста производительности.,high,3,26638235,0,19,0,0.2320859846757865,0.39078819871194276,0.1764183350624957,-0.050000000000000044
C0061,ПАО «Атлас-Инжиниринг-061»,2025,Белгородская обл.,Оптовая торговля,H3,net_margin,-0.008842589491514697,-2.313285309803791,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,-344287,0,6,,,1.7303670646197866,0.05556304869126327,0
C0061,ПАО «Атлас-Инжиниринг-061»,2025,Белгородская обл.,Оптовая торговля,H4,financial_pressure_ratio,1.7303670646197866,2.1449946286424715,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,-344287,0,6,,,1.7303670646197866,0.05556304869126327,0
C0061,ПАО «Атлас-Инжиниринг-061»,2025,Белгородская обл.,Оптовая торговля,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-2.3), H4(fpr=1.73). Многомерная аномалия.",critical,4,-344287,0,6,,,1.7303670646197866,0.05556304869126327,0
C0062,ООО «Капитал-Холдинг-062»,2023,Калужская обл.,Аудит и бухгалтерия,H3,net_margin,0.08315760179237588,-3.3660392051767887,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,23250295,0,122,0,1.7835116070570287,1.2729929352085636,,
C0062,ООО «Капитал-Холдинг-062»,2023,Калужская обл.,Аудит и бухгалтерия,H4,financial_pressure_ratio,1.2729929352085636,3.2175549531744996,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,23250295,0,122,0,1.7835116070570287,1.2729929352085636,,
C0062,ООО «Капитал-Холдинг-062»,2023,Калужская обл.,Аудит и бухгалтерия,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-3.4), H4(fpr=1.27). Многомерная аномалия.",critical,4,23250295,0,122,0,1.7835116070570287,1.2729929352085636,,
C0062,ООО «Капитал-Холдинг-062»,2024,Калужская обл.,Аудит и бухгалтерия,H3,net_margin,0.0635243260881184,-4.9575533558315446,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,16560226,0,125,0,1.164403372272818,0.9407230071804059,-0.06760554640217564,0.024590163934426146
C0062,ООО «Капитал-Холдинг-062»,2025,Калужская обл.,Аудит и бухгалтерия,H3,net_margin,0.007559042942441431,-5.967414750283025,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,2052167,0,133,0,22.70591623391274,2.193740445039887,0.04140508552012556,0.06400000000000006
C0062,ООО «Капитал-Холдинг-062»,2025,Калужская обл.,Аудит и бухгалтерия,H4,financial_pressure_ratio,2.193740445039887,6.213603124113082,risk,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,critical,4,2052167,0,133,0,22.70591623391274,2.193740445039887,0.04140508552012556,0.06400000000000006
C0062,ООО «Капитал-Холдинг-062»,2025,Калужская обл.,Аудит и бухгалтерия,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-6.0), H4(fpr=2.19). Многомерная аномалия.",critical,4,2052167,0,133,0,22.70591623391274,2.193740445039887,0.04140508552012556,0.06400000000000006
C0063,ООО «Прогресс-Плюс-063»,2023,Курская обл.,IT-консалтинг,H3,net_margin,0.095329399737863,-5.321933925105506,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,108314625,52852772,204,0.4879560077874987,1.210604468233168,1.1474070815981172,,
C0063,ООО «Прогресс-Плюс-063»,2024,Курская обл.,IT-консалтинг,H3,net_margin,0.089462257204088,-4.232352319509785,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,137545820,0,222,0,1.7596014549915076,1.1956907532064835,0.35315424134562257,0.08823529411764697
C0063,ООО «Прогресс-Плюс-063»,2025,Курская обл.,IT-консалтинг,H3,net_margin,0.05140494649723397,-5.549167563258274,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,73118310,21359528,192,0.2921228348959378,2.530656520917948,1.4891433842846251,-0.07484672994306196,-0.1351351351351351
C0063,ООО «Прогресс-Плюс-063»,2025,Курская обл.,IT-консалтинг,H4,financial_pressure_ratio,1.4891433842846251,9.139912314850326,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,73118310,21359528,192,0.2921228348959378,2.530656520917948,1.4891433842846251,-0.07484672994306196,-0.1351351351351351
C0063,ООО «Прогресс-Плюс-063»,2025,Курская обл.,IT-консалтинг,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-5.5), H4(fpr=1.49). Многомерная аномалия.",critical,4,73118310,21359528,192,0.2921228348959378,2.530656520917948,1.4891433842846251,-0.07484672994306196,-0.1351351351351351
C0065,АО «Трейд-Ко-065»,2023,Ивановская обл.,Частная медицина,H5,rev_per_emp,15972674.25,3.2124449043494048,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,18574509,0,4,0,0.6377882182511527,0.5853444357842849,,
C0065,АО «Трейд-Ко-065»,2024,Ивановская обл.,Частная медицина,H5,rev_per_emp,23564904.75,5.790691908378074,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,16375505,0,4,0,0.6390349488458524,0.7685810372259239,0.47532619655096275,0
C0065,АО «Трейд-Ко-065»,2025,Ивановская обл.,Частная медицина,H5,rev_per_emp,24356242,7.477138848903129,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,31896817,10817141,4,0.33912916765331164,0.4472446890233593,0.6756941013128727,0.03358117753478296,0
C0069,АО «Металл-Групп-069»,2023,Чувашская Республика,IT-консалтинг,H1,dividends_paid,86117582,,risk,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,critical,4,-237209,86117582,92,,,0.5407929161532403,,
C0069,АО «Металл-Групп-069»,2023,Чувашская Республика,IT-консалтинг,H3,net_margin,-0.00032258498944397673,-6.6800219287940905,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,-237209,86117582,92,,,0.5407929161532403,,
C0069,АО «Металл-Групп-069»,2023,Чувашская Республика,IT-консалтинг,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H1(div_at_loss), H3(-6.7). Многомерная аномалия.",critical,4,-237209,86117582,92,,,0.5407929161532403,,
C0069,АО «Металл-Групп-069»,2024,Чувашская Республика,IT-консалтинг,H1,payout_ratio,22.59322981616316,,risk,payout_ratio >= 1.5. Агрессивная дивидендная политика.,critical,4,1740130,39315157,88,22.59322981616316,30.124447024072914,0.4377657773240728,0.004847879498330876,-0.04347826086956519
C0069,АО «Металл-Групп-069»,2024,Чувашская Республика,IT-консалтинг,H3,net_margin,0.0023550187337421026,-5.206370521738529,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,1740130,39315157,88,22.59322981616316,30.124447024072914,0.4377657773240728,0.004847879498330876,-0.04347826086956519
C0069,АО «Металл-Групп-069»,2024,Чувашская Республика,IT-консалтинг,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H1(payout=22.6), H3(-5.2). Многомерная аномалия.",critical,4,1740130,39315157,88,22.59322981616316,30.124447024072914,0.4377657773240728,0.004847879498330876,-0.04347826086956519
C0069,АО «Металл-Групп-069»,2025,Чувашская Республика,IT-консалтинг,H1,payout_ratio,66.02708427525093,,risk,payout_ratio >= 1.5. Агрессивная дивидендная политика.,critical,4,1327080,87623223,87,66.02708427525093,88.37076965970401,0.5994277559745671,-0.0371459453084485,-0.011363636363636354
C0069,АО «Металл-Групп-069»,2025,Чувашская Республика,IT-консалтинг,H3,net_margin,0.0018653026720292108,-6.2060476323435445,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,1327080,87623223,87,66.02708427525093,88.37076965970401,0.5994277559745671,-0.0371459453084485,-0.011363636363636354
C0069,АО «Металл-Групп-069»,2025,Чувашская Республика,IT-консалтинг,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H1(payout=66.0), H3(-6.2). Многомерная аномалия.",critical,4,1327080,87623223,87,66.02708427525093,88.37076965970401,0.5994277559745671,-0.0371459453084485,-0.011363636363636354
C0077,ООО «Монолит-Логистик-077»,2023,Республика Хакасия,Управленческий консалтинг,H3,net_margin,0.04087932873770899,-4.188572188404214,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,25955200,0,56,0,3.9158882613117987,1.6003509960556943,,
C0077,ООО «Монолит-Логистик-077»,2023,Республика Хакасия,Управленческий консалтинг,H4,financial_pressure_ratio,1.6003509960556943,5.445698964135765,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,25955200,0,56,0,3.9158882613117987,1.6003509960556943,,
C0077,ООО «Монолит-Логистик-077»,2023,Республика Хакасия,Управленческий консалтинг,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-4.2), H4(fpr=1.60). Многомерная аномалия.",critical,4,25955200,0,56,0,3.9158882613117987,1.6003509960556943,,
C0077,ООО «Монолит-Логистик-077»,2024,Республика Хакасия,Управленческий консалтинг,H3,net_margin,0.04970442185922473,-6.821151085698582,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,27030115,12867603,53,0.4760469202591258,1.4552428652264335,1.12574357051395,-0.14349038450863327,-0.0535714285714286
C0077,ООО «Монолит-Логистик-077»,2025,Республика Хакасия,Управленческий консалтинг,H3,net_margin,0.10947137854158778,-3.0980106295402345,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,64220902,27667493,55,0.43081757088992617,1.1778843280650277,1.0903433523610193,0.07875531183407469,0.037735849056603765
C0079,ООО «Металл-Пром-079»,2023,Удмуртская Республика,Производство хлебобулочных изделий,H3,net_margin,0.09558645420883949,-2.700541912781038,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,5700597,0,12,0,1.6402717118926315,1.1146660776514996,,
C0079,ООО «Металл-Пром-079»,2024,Удмуртская Республика,Производство хлебобулочных изделий,H4,financial_pressure_ratio,1.2832578045491396,3.300657560613895,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,9372544,4673655,12,0.4986538340070743,1.1924518039072423,1.2832578045491396,0.06591511611213274,0
C0085,ПАО «Восточный-Маркет-085»,2023,Республика Крым,Производство металлоконструкций,H5,rev_per_emp,22466154.5,4.200813777753267,risk,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,critical,4,3256860,0,2,0,1.2302217473271801,0.9922318077012848,,
C0085,ПАО «Восточный-Маркет-085»,2024,Республика Крым,Производство металлоконструкций,H5,rev_per_emp,21320149,3.1560766849028625,risk,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,critical,4,8451155,1706494,2,0.2019243523518383,0.795453402523087,0.8869859111515567,-0.05101030975283283,0
C0085,ПАО «Восточный-Маркет-085»,2025,Республика Крым,Производство металлоконструкций,H5,rev_per_emp,30358811.5,4.897903867703101,risk,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,critical,4,14048542,5931515,2,0.4222157003908306,0.6656777621478442,0.9803302939796472,0.42394931198651564,0
C0088,ООО «Прогресс-Сервис-088»,2024,Республика Калмыкия,Производство металлоконструкций,H2,rev_growth,1.046795157753892,1.702948282740716,risk,Рост выручки при сокращении штата без роста производительности.,high,3,10595435,0,7,0,0.12417460915951067,0.5453871833229573,1.046795157753892,-0.125
